Idx, x, y, duration
0,823,481,1041
1,638,381,291
2,398,282,242
3,628,560,558
4,241,529,233
5,165,600,308
6,174,450,425
7,530,434,333
8,562,496,433
9,413,349,308
0,990,693,525
1,862,565,525
2,646,575,283
3,532,516,216
4,355,251,483
5,256,331,183
6,363,194,158
7,321,154,183
8,472,124,100
9,572,107,50
10,926,92,175
11,841,123,158
0,581,468,400
1,453,340,400
2,521,466,150
3,657,585,408
4,702,447,241
5,622,260,133
6,547,182,191
7,294,194,458
8,301,333,191
9,203,210,83
10,169,56,366
11,852,242,233
12,765,386,142
0,689,563,633
1,561,435,633
2,441,435,275
3,590,579,666
4,407,404,191
5,288,220,358
6,273,295,250
7,388,192,458
8,296,161,533
0,778,576,433
1,650,448,433
2,596,454,433
3,348,362,333
4,279,351,92
5,353,296,441
6,463,223,1466
0,578,515,1249
1,450,387,1249
2,387,434,175
3,609,621,566
4,310,285,608
5,575,242,483
6,518,134,275
0,850,371,8
1,750,384,50
2,497,507,50
3,489,472,67
4,602,584,25
5,602,612,17
6,441,275,575
7,396,226,242
8,349,187,408
9,572,565,416
0,966,181,724
1,515,215,258
2,348,293,208
3,533,553,233
4,621,577,250
5,188,282,450
6,482,315,241
7,672,589,83
8,630,564,608
0,409,405,166
1,443,390,58
2,568,462,8
3,599,525,141
4,559,593,92
5,584,562,117
6,651,312,8
7,402,378,125
8,391,291,316
9,645,192,108
10,671,132,83
11,652,171,200
12,341,138,50
0,976,402,341
1,861,396,167
2,476,303,225
3,586,612,200
4,619,562,1482
5,362,310,458
6,230,232,258
7,497,241,200
0,441,709,125
1,359,683,167
2,532,690,75
3,471,604,166
4,595,689,92
5,587,680,175
6,599,642,158
7,637,617,58
8,602,610,225
9,679,642,108
10,723,531,150
11,655,521,58
0,509,271,483
1,543,308,1024
0,424,421,75
1,480,483,50
2,631,576,125
3,638,540,125
4,738,548,241
5,551,532,8
6,687,571,142
7,609,577,17
8,588,588,42
9,594,577,116
0,503,483,1041
1,375,355,1041
2,499,458,216
3,635,542,425
4,403,355,291
5,406,326,350
6,403,368,58
7,588,482,341
8,434,360,733
