Idx, x, y, duration
0,961,389,183
1,833,219,183
2,815,252,175
3,662,323,200
4,384,351,67
5,361,270,66
6,384,302,125
7,377,340,217
8,304,360,391
9,555,381,300
10,768,373,391
11,860,389,50
12,659,396,225
0,717,526,824
1,589,356,824
2,396,340,666
3,482,319,50
4,428,362,167
5,717,386,258
6,837,332,433
7,554,394,208
8,454,411,250
9,271,357,225
10,158,379,558
0,389,413,300
1,261,243,300
2,362,319,416
3,434,336,291
4,616,358,433
5,370,327,491
6,274,336,400
7,214,349,375
8,291,335,333
9,523,344,208
0,802,506,475
1,674,336,475
2,376,349,516
3,305,331,241
4,747,329,350
5,749,353,225
6,748,313,42
0,414,373,75
1,671,383,175
0,891,570,58
1,763,400,58
2,734,473,192
3,498,374,250
4,410,346,316
5,482,408,392
6,588,415,175
7,294,346,774
8,267,371,624
9,371,368,275
0,564,330,225
1,754,406,217
2,813,380,341
3,728,413,142
0,844,562,300
1,716,392,300
2,507,375,250
3,411,349,275
4,443,203,50
5,418,320,291
6,764,319,183
7,857,296,425
8,916,542,167
9,865,565,158
10,397,255,108
11,379,342,92
12,416,336,167
13,367,249,75
14,405,285,58
15,473,280,75
0,617,436,858
1,489,266,858
2,462,319,200
3,336,355,699
4,648,388,266
5,802,312,50
6,754,377,616
7,898,567,691
8,824,358,408
0,800,520,2340
1,672,350,2340
2,706,362,591
3,477,355,108
