Idx, x, y, duration
0,387,604,42
1,348,464,133
2,644,307,366
3,527,574,541
4,650,168,266
5,540,442,50
6,525,645,250
7,369,481,33
8,371,496,8
9,359,468,133
10,336,401,217
0,748,731,175
1,620,731,175
2,555,577,458
3,344,522,292
4,346,457,241
5,868,247,400
6,230,853,200
7,659,596,8
8,611,672,75
9,796,765,8
10,850,793,142
11,577,620,233
12,584,554,8
13,564,457,175
14,561,398,67
0,676,681,42
1,571,622,433
2,578,892,8
3,577,889,8
4,566,894,17
0,256,997,275
1,128,997,275
2,133,1019,50
3,413,530,300
4,561,438,541
5,523,454,341
6,331,409,316
7,569,480,167
8,522,189,191
9,572,53,441
10,334,352,1432
11,226,517,183
12,298,459,833
0,587,457,191
1,547,659,341
2,569,350,158
3,552,312,142
4,108,38,83
5,529,593,233
6,582,497,233
7,564,227,250
8,561,40,91
9,389,504,117
10,597,677,241
11,772,909,658
0,372,393,166
1,373,382,158
2,161,348,8
0,986,364,92
1,858,364,92
2,881,573,67
3,515,617,183
4,487,673,67
5,552,664,125
6,587,609,75
7,573,643,125
8,557,383,58
9,587,415,58
10,553,352,92
11,562,258,158
12,313,465,208
13,565,600,216
14,589,211,83
15,585,130,266
16,543,113,258
17,436,526,167
18,337,632,83
19,377,436,42
20,351,579,92
21,597,490,125
22,593,340,67
23,591,519,108
24,555,437,150
25,589,383,158
26,600,463,100
27,604,578,125
28,584,525,58
29,499,620,150
30,471,718,316
31,597,668,291
0,679,589,191
1,544,542,408
2,597,645,433
3,485,658,350
4,574,653,1066
5,594,550,117
6,594,655,333
7,559,398,125
0,639,613,341
1,511,613,341
2,557,668,558
3,559,605,991
4,878,993,491
5,521,491,58
6,576,559,208
7,862,994,183
8,916,975,8
0,593,606,158
1,599,607,1058
2,610,699,33
3,611,712,108
4,608,712,183
5,606,706,8
6,585,743,8
0,671,691,17
1,555,447,9
2,520,459,25
3,566,651,83
4,562,701,67
5,361,581,75
6,372,620,183
7,502,252,125
8,507,357,183
9,428,586,200
10,398,621,150
11,380,707,83
12,379,641,9
13,649,831,33
14,668,840,233
15,568,606,316
16,145,580,8
17,176,777,8
18,178,764,8
19,179,775,25
20,226,605,8
21,432,560,8
0,572,522,674
1,444,522,674
2,541,427,1257
3,503,483,1391
4,533,393,916
5,513,479,341
6,520,415,1041
0,553,338,125
0,691,251,425
1,563,251,425
2,531,315,133
3,540,592,433
4,510,575,225
5,544,614,258
6,528,385,383
7,542,505,225
8,359,786,258
9,522,605,258
