Idx, x, y, duration
0,567,524,666
1,273,524,666
2,502,528,383
3,174,392,325
4,107,134,400
5,109,18,333
6,559,53,208
7,565,37,92
8,448,509,383
0,399,495,291
1,526,421,350
2,468,551,266
3,175,519,217
4,305,182,200
5,347,133,1382
6,350,203,591
0,329,184,250
1,165,492,217
2,369,636,8
0,237,663,250
1,467,670,67
2,442,636,83
3,495,580,200
0,119,842,8
0,357,171,8
1,338,487,33
0,565,691,591
1,514,681,450
2,260,812,650
3,442,1008,167
4,456,926,166
0,293,205,75
1,519,349,42
2,244,471,183
3,390,778,208
0,337,136,208
1,555,346,8
0,203,395,142
1,165,186,566
2,125,396,625
3,385,496,283
4,268,478,342
5,352,527,691
0,635,786,242
1,341,786,242
2,503,580,308
3,274,456,316
4,116,360,358
5,236,496,117
6,267,433,117
7,331,229,483
0,657,453,258
1,363,453,258
2,268,546,108
3,304,516,33
4,370,292,50
5,361,147,283
6,158,39,550
7,247,753,391
8,399,840,117
9,411,839,75
10,399,574,166
11,414,525,83
12,393,560,158
13,246,377,208
14,327,153,166
15,314,213,92
