Idx, x, y, duration
0,656,394,791
1,528,266,791
2,452,375,441
3,697,390,383
4,440,351,491
5,313,307,616
6,608,208,175
7,609,201,83
8,621,367,50
0,536,621,949
1,408,493,949
2,325,389,241
3,763,625,316
4,840,718,583
5,601,295,175
6,660,247,358
7,391,386,258
8,389,337,1391
0,746,532,216
1,613,402,158
2,380,365,550
3,591,397,175
4,662,378,291
5,722,432,383
6,654,302,175
7,658,361,491
8,655,368,42
9,655,369,250
0,540,545,1208
1,412,417,1208
2,408,478,167
3,764,671,266
4,846,724,466
5,898,597,125
6,685,281,183
7,435,408,200
8,855,626,108
9,369,440,167
10,349,537,283
0,377,445,242
1,392,351,341
2,409,282,92
3,399,276,8
0,641,324,8
1,657,342,324
2,827,583,134
3,814,723,8
4,798,718,100
5,447,357,8
6,454,387,9
7,443,361,8
8,450,374,8
9,455,374,8
10,379,337,8
0,454,420,200
1,384,360,250
2,351,526,108
3,353,528,83
4,380,374,108
5,454,327,125
6,680,265,300
0,652,483,408
1,524,355,408
2,616,280,167
3,378,316,608
4,626,253,83
5,648,229,100
6,674,194,75
7,651,229,58
8,632,193,125
9,350,285,150
10,334,327,275
11,417,310,266
12,333,326,183
0,252,371,1074
1,124,243,1074
2,414,380,175
3,339,347,308
4,637,274,150
5,652,258,117
6,372,355,1624
7,507,316,641
0,555,312,100
0,671,436,1024
1,543,308,1024
2,640,270,433
3,372,447,108
4,578,290,92
5,640,276,425
0,641,302,8
1,375,317,8
2,446,327,33
3,290,456,8
4,352,458,8
0,395,524,42
1,382,557,191
2,403,402,92
3,384,369,675
4,375,365,8
5,417,392,275
6,423,368,225
