Idx, x, y, duration
0,732,534,516
1,604,406,516
2,590,446,291
3,568,386,433
4,442,565,441
5,362,532,291
6,269,592,408
7,269,460,533
8,194,445,816
0,646,599,625
1,518,471,625
2,565,338,308
3,417,546,225
4,342,395,150
5,589,316,641
6,856,619,558
7,692,614,433
8,508,572,733
0,698,512,2198
1,570,384,2198
2,454,513,383
3,544,394,208
4,576,309,691
5,452,558,1082
6,631,632,325
0,527,331,375
1,585,294,117
2,730,543,42
3,767,602,216
4,691,624,391
5,330,595,358
6,641,576,341
7,645,503,191
8,968,530,325
9,947,501,100
0,571,296,208
1,549,216,158
2,576,463,17
0,578,301,466
1,450,173,466
2,561,394,92
3,563,355,566
4,389,469,58
5,406,429,233
6,301,503,108
7,307,397,58
8,284,433,100
9,262,387,50
10,274,571,450
11,624,367,67
12,616,280,200
13,575,380,924
0,696,587,708
1,568,459,708
2,566,396,133
3,565,382,291
4,267,579,175
5,189,598,333
6,523,427,191
7,584,384,308
8,250,485,583
9,573,393,883
0,618,460,341
1,490,332,341
2,588,304,258
3,568,346,83
4,584,309,58
5,565,385,108
6,461,538,558
7,563,336,100
8,582,294,75
9,561,340,225
10,596,311,358
11,602,240,67
12,592,331,225
13,591,281,50
14,569,319,233
15,533,205,58
0,919,590,475
1,587,404,142
2,564,322,117
3,588,379,83
4,575,313,824
5,483,458,874
6,285,530,350
7,196,546,416
0,644,484,475
1,516,356,475
2,583,351,791
3,503,335,225
4,562,316,425
5,310,290,225
6,155,262,300
7,604,276,175
8,515,443,358
0,687,651,333
1,559,523,333
2,553,365,700
3,577,345,216
4,561,382,583
5,444,244,75
6,447,397,308
7,544,383,216
