Idx, x, y, duration
0,671,495,67
1,366,236,8
2,330,179,358
3,464,727,8
4,445,669,75
5,410,446,133
6,322,197,75
7,446,331,8
8,330,192,450
0,400,448,125
1,366,260,17
2,404,266,42
3,387,396,33
4,406,376,33
5,661,254,67
6,489,353,75
7,423,402,8
8,494,353,8
0,320,441,308
1,428,246,125
2,417,217,42
3,368,200,233
4,380,537,325
5,386,449,600
6,398,803,108
7,364,933,133
8,373,307,133
0,552,904,8
0,354,196,366
1,362,465,566
2,354,834,233
3,397,922,217
4,356,347,66
5,354,191,358
6,337,187,142
7,394,181,25
8,385,427,25
9,388,454,200
10,369,550,225
11,402,601,175
0,350,499,233
1,358,316,141
2,359,254,433
3,659,303,108
4,640,351,58
5,636,298,158
6,337,455,291
7,355,335,50
8,364,427,400
9,345,210,183
10,350,245,92
11,306,227,108
12,356,283,108
13,300,248,50
14,339,258,283
15,303,228,133
16,37,314,200
17,586,498,200
18,660,356,408
0,338,514,258
1,375,447,525
2,369,251,33
3,359,282,8
4,360,237,333
5,389,272,316
6,664,359,400
7,356,299,516
8,317,228,500
9,415,277,100
10,323,291,183
11,626,319,258
12,234,351,266
13,28,363,175
0,319,286,92
1,312,254,42
2,318,404,158
3,548,401,225
4,587,312,291
5,327,254,216
6,316,445,142
7,353,722,200
8,403,892,150
9,358,382,58
10,344,276,275
11,305,230,408
12,187,665,92
0,357,488,16
1,348,421,33
2,340,168,34
3,332,268,9
4,313,421,17
5,346,433,33
6,361,435,25
7,394,520,67
8,369,424,9
9,372,424,116
0,88,411,150
1,294,484,325
2,315,232,408
3,303,496,166
4,448,380,150
5,617,263,33
6,508,320,50
7,278,328,233
8,287,244,350
9,79,191,141
10,79,143,50
11,275,280,425
12,290,496,467
13,237,599,216
14,250,439,92
15,234,377,75
16,278,245,274
17,243,529,150
0,500,473,91
1,203,473,91
2,364,385,175
3,322,202,8
4,387,257,175
0,481,513,166
1,230,466,341
2,328,487,275
3,457,882,308
4,505,878,291
5,326,294,325
6,333,233,191
7,344,419,208
8,486,871,175
9,385,270,83
10,615,238,283
