Idx, x, y, duration
0,483,424,25
1,676,366,108
2,671,402,266
3,674,164,8
0,688,402,350
0,495,387,8
1,452,339,67
2,486,296,8
0,530,186,8
1,685,331,8
2,310,364,225
3,408,348,75
4,525,311,8
5,602,503,8
0,493,367,108
1,532,551,233
2,446,589,125
3,697,379,350
4,660,319,250
5,250,186,125
6,289,89,200
7,468,529,317
8,468,620,316
0,546,354,8
1,530,396,142
2,530,405,167
3,647,406,183
4,728,411,283
5,473,441,142
6,309,431,117
0,403,374,67
1,370,385,142
2,248,328,41
3,572,438,108
4,798,479,75
5,819,394,67
0,700,119,8
1,516,336,50
2,353,444,50
3,586,286,67
4,582,290,142
5,451,449,92
6,484,472,17
7,433,580,25
0,493,400,241
1,770,255,391
2,904,205,216
3,603,355,141
4,660,311,366
5,483,354,233
6,186,325,75
0,536,348,633
1,485,527,200
0,465,595,300
1,337,467,300
2,265,476,350
3,336,382,217
4,218,328,491
5,507,348,400
6,780,351,291
7,307,182,183
8,309,51,383
9,287,84,416
10,148,330,366
0,621,271,358
1,493,143,358
2,300,455,200
3,227,261,241
4,223,319,491
5,657,283,258
6,814,300,216
7,894,214,100
8,889,199,8
9,887,174,350
10,434,514,583
0,523,347,83
1,276,377,291
2,371,375,175
3,597,349,200
4,211,411,117
5,842,339,192
6,1005,337,92
7,249,416,350
0,600,617,217
1,472,489,217
2,446,507,158
3,410,439,175
4,489,335,325
5,363,467,550
6,652,290,366
7,889,133,749
8,311,49,441
