Idx, x, y, duration
0,393,625,1282
1,256,647,391
2,283,586,608
3,366,609,350
4,324,571,391
5,107,468,316
0,101,391,233
1,240,392,125
2,252,346,150
3,356,668,616
4,433,360,92
5,428,317,116
0,292,649,8
1,306,679,8
2,284,714,233
3,251,709,225
4,363,351,150
5,422,230,316
6,539,305,208
7,595,256,242
8,607,200,300
0,14,694,8
1,431,405,50
2,409,238,358
3,451,338,283
4,425,574,450
5,192,579,600
6,177,646,100
7,370,677,150
8,436,835,67
0,429,381,8
1,404,489,8
0,679,630,500
1,381,630,500
2,438,543,375
3,361,494,600
4,463,234,233
5,412,240,225
6,415,400,541
7,249,706,491
8,155,837,458
0,395,625,8
0,491,553,325
1,496,576,8
2,260,497,33
0,448,433,108
1,231,539,100
2,205,281,816
0,454,544,166
1,282,566,8
2,327,270,8
3,336,549,117
4,324,606,17
5,439,216,300
0,258,193,8
1,393,229,75
2,400,227,8
0,120,730,117
1,326,292,92
2,410,176,142
3,408,86,400
4,181,250,316
0,590,429,550
1,420,514,391
2,294,780,300
3,422,331,375
4,440,157,200
5,434,70,208
6,433,15,450
7,209,235,316
8,209,345,50
