Idx, x, y, duration
0,784,450,8
1,564,513,75
2,553,506,8
3,498,369,8
4,396,395,125
5,407,399,8
0,516,352,275
1,346,577,100
2,337,612,58
3,324,579,133
4,293,620,50
5,420,545,225
6,423,500,216
7,762,617,108
8,809,520,75
9,759,653,225
10,889,693,175
11,922,478,83
12,357,439,42
13,393,444,58
0,527,389,400
1,465,436,58
2,406,439,308
3,357,522,350
4,693,302,300
5,726,463,308
6,782,272,158
7,764,183,150
8,419,476,250
9,359,589,125
10,529,503,183
0,313,442,292
1,283,382,125
2,460,419,8
3,921,492,33
0,640,407,291
1,512,243,291
2,367,504,400
3,251,558,516
4,111,508,225
5,78,466,125
6,68,490,83
7,247,522,350
8,381,393,566
9,661,519,450
0,411,621,358
1,283,457,358
2,385,366,616
3,378,189,375
4,872,293,192
5,919,51,133
6,981,297,191
7,936,295,142
8,951,218,158
9,372,353,125
10,302,438,58
11,385,418,142
12,409,345,58
0,735,344,8
1,285,682,16
2,324,313,8
3,331,339,8
0,596,254,75
1,570,267,158
2,383,438,133
3,256,413,225
4,293,544,125
5,308,537,33
6,386,432,8
7,582,439,67
8,580,442,17
9,763,456,8
0,546,461,516
1,418,297,516
2,650,320,100
3,638,356,142
4,416,377,533
5,393,351,308
6,239,377,150
7,230,418,408
8,400,372,1083
0,513,568,8
1,293,378,92
2,327,422,8
3,324,413,8
4,407,375,8
