Idx, x, y, duration
0,611,644,333
1,483,516,333
2,492,309,150
3,531,368,300
4,640,298,291
5,937,375,358
6,538,403,358
7,581,207,250
8,605,248,375
9,759,296,383
10,532,354,217
11,493,312,266
0,732,427,50
1,604,299,50
2,595,333,208
3,480,391,100
4,481,332,67
5,511,390,275
6,415,325,1232
7,464,324,450
8,533,378,316
0,889,609,325
1,761,481,325
2,909,525,158
3,628,545,183
4,515,352,291
5,450,220,391
6,249,188,217
7,193,35,341
8,261,33,233
9,300,49,450
10,92,21,225
11,55,40,208
12,548,280,50
13,503,243,475
0,346,125,100
1,528,337,50
2,519,399,941
3,604,387,750
4,679,352,75
5,601,384,675
0,492,309,92
1,522,351,192
2,537,373,8
0,494,361,25
1,561,324,25
2,551,340,25
3,549,354,8
4,563,400,75
5,539,391,8
6,560,514,166
7,575,505,8
8,454,286,67
9,470,338,17
10,458,297,8
11,475,281,8
12,528,339,58
0,734,666,133
1,506,481,50
0,757,652,233
1,869,580,150
2,504,308,208
3,516,345,583
4,441,174,291
5,272,18,516
6,329,30,550
7,850,348,233
8,910,323,616
0,702,483,600
1,574,355,600
2,433,269,316
3,304,77,233
4,268,69,416
5,465,258,233
6,507,342,83
7,544,290,142
8,523,318,441
9,332,71,183
10,289,79,116
11,520,376,783
0,864,469,8
1,685,246,117
2,529,336,58
3,503,366,50
4,518,322,183
5,604,61,75
6,562,140,100
7,298,27,92
8,279,94,100
9,145,362,150
10,585,354,191
11,535,391,117
12,881,341,117
13,832,367,50
14,891,332,75
15,419,239,541
0,498,300,200
1,526,374,516
2,535,308,108
3,540,181,17
4,549,168,25
5,437,179,67
6,448,176,67
7,664,205,150
8,647,171,291
9,512,354,8
0,486,251,142
1,694,211,400
2,368,61,175
3,186,9,275
4,285,18,308
5,906,22,67
6,863,17,208
7,902,26,341
8,683,43,258
9,678,296,225
0,908,440,300
1,780,312,300
2,477,315,208
3,512,374,741
4,399,278,358
5,451,259,391
6,225,167,258
7,225,17,308
8,331,56,433
0,762,272,200
1,634,144,200
2,567,389,216
3,510,381,300
4,511,345,325
5,459,269,500
6,514,154,358
7,733,162,175
8,838,32,591
9,950,43,341
10,629,361,192
