Idx, x, y, duration
0,648,144,839
1,495,148,341
2,575,309,300
3,535,327,167
4,438,447,100
5,572,520,142
0,390,298,250
1,523,301,225
2,565,165,225
3,655,142,350
4,939,142,616
5,645,173,483
6,573,285,283
7,541,323,441
8,251,613,500
0,597,515,416
1,564,294,241
2,526,177,175
3,470,175,241
4,690,166,366
5,573,356,316
6,473,166,516
7,678,139,433
0,664,535,741
1,536,340,741
2,523,235,192
3,467,152,2173
4,583,297,200
0,655,518,1224
1,527,323,1224
2,517,210,200
3,479,172,291
4,609,172,2723
0,435,201,58
1,525,296,141
2,478,212,216
3,518,232,108
4,547,363,67
5,544,371,566
6,378,593,500
7,539,320,275
8,498,233,283
0,622,250,25
1,492,177,100
0,255,478,283
1,127,283,283
2,520,216,550
3,595,181,391
4,283,418,100
5,105,371,441
6,970,453,316
7,987,113,75
0,603,131,8
1,639,152,233
2,674,130,92
3,613,117,100
4,561,309,8
5,524,338,125
6,552,179,100
0,525,465,1266
1,397,270,1266
2,556,276,3131
0,598,116,17
1,615,224,8
0,554,260,2856
0,504,411,83
1,506,394,8
2,506,392,8
3,671,400,33
4,678,361,33
5,501,380,50
6,611,512,58
0,556,309,525
1,428,114,525
2,567,287,283
3,548,343,50
4,576,299,491
5,634,377,58
6,611,468,1016
7,523,481,75
8,576,472,358
9,484,446,75
10,569,465,142
