Idx, x, y, duration
0,686,410,283
1,558,240,283
2,742,392,208
3,751,341,217
4,424,478,450
5,790,294,142
6,740,304,999
7,328,243,100
8,320,223,158
9,296,308,58
0,567,348,225
1,439,178,225
2,735,312,42
3,734,244,175
4,373,407,341
5,410,440,275
6,523,493,175
7,414,458,83
8,391,420,375
9,398,452,849
0,946,645,241
1,818,475,241
2,929,397,175
3,737,273,216
4,742,224,258
5,365,426,67
6,380,374,67
7,390,411,191
8,372,444,67
9,379,360,58
10,390,441,175
11,791,218,67
12,746,263,325
13,349,214,158
14,386,158,50
15,358,213,91
16,619,486,316
17,579,586,58
18,627,583,91
19,549,544,566
0,499,240,8
1,738,564,8
2,662,220,8
3,710,251,158
4,759,264,8
0,530,341,208
1,724,299,200
2,385,408,208
3,414,439,158
4,387,486,100
5,408,457,200
6,610,363,183
7,747,277,558
8,734,277,208
9,422,427,458
0,483,260,33
0,515,500,150
1,731,232,75
2,721,271,58
0,529,414,50
1,401,244,50
2,400,298,316
3,732,244,791
4,405,369,416
5,457,500,167
6,397,460,658
7,748,265,366
8,711,259,466
0,722,416,350
1,594,246,350
2,705,227,341
3,417,343,266
4,363,387,200
5,372,333,75
6,373,375,108
7,742,208,150
8,733,198,75
9,709,242,291
10,384,405,783
11,707,231,558
0,574,461,341
1,446,291,341
2,581,344,217
3,713,233,516
4,373,364,92
5,428,335,75
6,354,384,250
7,372,439,117
8,405,386,58
9,385,417,167
10,449,375,75
11,730,231,391
12,682,263,167
13,413,400,92
14,393,361,75
15,371,394,117
16,407,420,358
17,441,397,67
0,480,485,8
1,573,256,8
2,721,288,92
3,373,407,8
4,414,377,50
5,451,408,25
6,594,552,75
7,667,526,17
8,625,571,8
9,736,247,208
10,736,243,17
11,767,249,158
12,765,281,17
0,718,243,158
1,431,344,83
2,382,367,67
3,412,476,50
4,614,225,92
0,650,342,366
1,522,172,366
2,736,207,208
3,700,253,283
4,432,346,250
5,322,400,300
6,389,436,500
7,803,117,50
8,798,179,133
9,731,232,791
10,646,257,358
0,618,575,475
1,490,405,475
2,633,487,167
3,396,434,275
4,713,242,300
5,580,235,158
6,430,346,316
7,682,257,283
8,544,283,250
9,415,367,216
10,543,268,583
