Idx, x, y, duration
0,318,428,683
1,20,428,683
2,318,570,475
3,387,861,17
4,434,584,333
5,391,634,150
6,396,639,608
7,358,350,341
8,358,394,791
0,335,596,458
1,37,596,458
2,157,620,158
3,323,663,466
4,335,592,758
5,358,613,83
6,311,632,508
7,322,627,691
0,670,429,1382
1,372,429,1382
2,368,519,541
3,342,613,333
4,367,658,550
5,360,556,350
6,322,568,150
7,362,538,50
8,386,416,175
9,382,414,33
0,358,631,58
1,377,459,150
2,383,528,92
3,349,563,50
4,289,457,100
5,369,547,541
6,331,589,416
7,353,491,108
0,373,498,58
0,548,487,1182
1,364,590,616
2,318,539,250
3,366,552,625
4,356,535,92
5,466,223,633
0,359,480,92
1,65,482,100
2,321,617,183
3,340,692,200
4,366,725,75
0,468,383,42
1,446,421,200
2,336,518,8
3,397,505,50
4,314,521,58
5,375,502,50
6,308,523,58
7,364,506,108
8,337,533,258
9,419,512,133
10,345,507,125
11,407,512,183
12,349,510,300
13,332,460,8
14,364,491,83
0,429,566,283
1,340,618,783
2,452,573,58
3,637,539,67
4,601,614,283
5,448,285,300
6,357,324,283
7,316,401,383
8,314,537,258
0,593,486,308
1,295,486,308
2,401,505,416
3,505,42,200
4,460,202,225
5,391,517,83
6,559,236,83
7,513,87,266
8,479,164,50
0,236,652,8
1,356,600,17
2,400,567,108
3,355,596,8
4,295,641,8
5,315,653,17
6,425,542,42
7,357,569,42
0,536,441,433
1,238,441,433
2,387,571,191
3,396,626,58
4,382,571,316
5,413,551,75
6,387,589,250
7,408,552,67
8,384,584,341
9,386,531,58
10,341,402,67
11,341,540,1532
