Idx, x, y, duration
0,703,564,641
1,575,436,641
2,384,565,383
3,557,668,75
4,585,655,8
5,576,667,75
6,551,256,341
7,784,265,516
8,533,241,125
9,849,445,300
10,817,478,183
0,430,488,141
1,302,360,141
2,617,436,67
3,596,387,225
4,489,463,191
5,410,488,283
6,334,540,275
7,284,364,208
8,785,444,441
9,386,547,250
10,700,128,75
11,735,154,183
12,379,531,116
13,399,571,125
14,307,572,225
0,533,411,58
1,530,447,183
2,382,491,92
3,417,519,133
4,361,543,408
5,801,445,333
6,544,163,83
7,531,199,291
8,764,123,241
9,785,73,92
10,712,121,450
11,417,456,400
12,445,536,416
0,567,138,75
1,359,474,208
2,293,360,425
3,298,484,225
4,559,430,450
5,408,366,541
6,437,265,116
7,439,224,58
8,433,268,225
9,375,283,241
0,264,427,8
1,337,507,8
2,369,494,100
0,578,528,625
1,613,510,50
2,847,445,50
3,834,496,325
4,423,493,75
5,434,450,250
6,559,681,100
7,538,648,150
8,564,696,416
9,541,655,166
0,897,487,608
1,586,394,308
2,355,467,183
3,319,284,358
4,461,256,275
5,264,539,550
6,319,664,383
7,760,638,333
8,761,275,375
9,741,136,275
0,646,294,450
1,518,166,450
2,627,401,291
3,414,430,308
4,413,474,241
5,318,493,333
6,397,481,216
7,362,483,58
8,720,421,133
9,758,416,183
10,833,240,225
11,844,122,67
12,819,148,391
13,729,161,333
0,467,570,208
1,339,442,208
2,657,279,67
3,614,332,258
4,650,300,167
5,377,447,375
6,749,237,108
7,706,165,67
8,741,199,100
9,769,165,92
10,797,136,167
11,769,214,67
12,663,463,17
13,596,139,166
14,345,410,92
15,687,358,125
0,631,414,8
1,602,417,8
2,545,422,8
3,579,388,8
4,561,378,166
5,491,435,25
6,436,422,8
7,691,423,8
8,639,404,8
0,674,322,966
1,546,194,966
0,351,295,316
1,223,167,316
2,504,305,250
3,331,427,458
4,586,365,291
5,463,231,275
6,410,285,266
7,568,539,175
8,795,662,192
9,310,660,75
10,269,657,117
11,247,511,225
12,518,270,183
0,415,412,375
1,287,284,375
2,436,409,225
3,388,482,208
4,280,496,408
5,294,647,233
6,543,618,674
7,744,144,192
8,720,182,366
9,407,265,699
