Idx, x, y, duration
0,624,191,316
1,368,322,258
2,442,258,175
3,611,186,633
4,335,312,308
5,594,199,375
6,692,378,516
0,620,509,908
1,492,340,908
2,540,233,167
3,608,187,400
4,361,283,1216
5,292,225,208
6,244,119,208
7,241,80,316
8,572,185,691
0,574,496,175
1,433,334,183
2,349,301,258
3,600,262,366
4,581,433,191
5,559,479,425
6,607,212,283
7,678,363,700
8,641,192,1074
0,1017,623,658
1,889,454,658
2,738,413,150
3,512,270,233
4,616,198,200
5,349,306,133
6,609,192,1649
7,344,340,241
0,681,566,466
1,553,397,466
2,408,289,300
3,597,178,525
4,496,220,233
5,413,242,67
6,501,135,133
7,563,126,408
0,684,393,458
1,556,224,458
2,684,167,216
3,367,345,525
4,596,430,316
5,678,385,92
6,416,469,241
7,311,528,208
8,688,418,1541
0,612,240,608
1,396,336,83
2,376,362,8
3,611,210,483
4,956,231,8
0,526,326,183
1,551,226,50
2,614,174,92
3,589,203,50
4,575,160,108
5,532,207,92
6,364,315,158
7,384,272,50
8,335,322,133
9,744,225,58
10,797,181,150
11,584,146,50
12,561,185,58
13,585,140,233
14,602,187,108
15,343,266,92
16,316,303,50
17,356,307,175
18,344,251,75
19,347,290,67
20,332,331,83
21,359,297,208
22,377,247,50
23,363,361,58
24,351,316,166
0,531,558,3639
1,403,389,3639
2,611,244,908
3,363,310,2373
0,368,298,75
1,606,194,250
2,641,218,92
0,453,359,58
1,374,344,175
2,620,195,358
3,580,216,117
4,615,189,366
5,422,218,250
6,582,228,241
7,598,164,158
8,606,191,100
