Idx, x, y, duration
0,617,428,241
1,361,428,241
2,399,412,75
3,430,193,191
4,367,208,200
5,497,89,375
6,425,88,191
7,512,69,325
8,326,187,425
9,520,88,291
10,501,227,125
11,360,429,125
12,323,179,192
13,280,167,50
0,676,480,367
1,648,299,266
2,392,299,266
3,298,248,241
4,465,159,425
5,294,275,258
6,205,492,192
7,504,481,50
8,259,567,216
9,324,840,267
0,648,605,275
1,400,292,158
2,312,263,208
3,287,468,258
4,518,98,275
5,490,53,275
6,333,490,150
0,529,864,575
1,273,864,575
2,332,297,166
3,312,230,383
4,460,158,325
5,644,611,441
6,631,576,275
7,428,798,633
8,348,288,183
9,297,234,516
0,690,289,1466
1,434,289,1466
2,620,554,391
3,395,704,275
4,345,315,283
5,321,229,658
6,406,205,117
7,315,225,641
0,493,335,42
1,463,150,200
2,321,215,241
3,305,256,192
4,486,242,75
5,492,141,250
6,484,101,641
0,131,388,133
1,342,266,167
2,436,297,216
3,300,206,233
4,462,104,100
5,466,102,92
6,239,272,158
7,92,145,133
8,79,411,341
0,680,374,100
1,424,374,100
2,419,416,58
3,447,383,67
4,367,203,133
5,323,213,133
6,442,103,17
7,472,127,108
8,297,248,142
9,317,216,92
10,394,144,50
11,482,124,308
0,333,604,425
1,77,604,425
2,289,239,808
3,485,144,225
4,461,165,258
5,293,255,466
6,457,175,350
7,318,245,566
0,567,406,400
1,311,406,400
2,329,224,325
3,473,132,366
4,724,53,342
5,429,117,216
6,474,142,216
7,307,407,67
8,226,289,166
9,161,259,216
10,50,227,258
0,369,564,67
1,488,849,33
2,550,938,67
3,482,241,150
4,456,190,366
5,300,286,916
6,283,280,283
7,271,293,308
0,651,320,500
1,395,320,500
2,340,271,258
3,452,133,391
4,428,78,58
5,427,148,100
6,300,237,275
7,356,110,67
8,341,147,58
9,443,124,341
10,368,138,42
11,375,180,100
12,299,255,283
13,297,592,300
