Idx, x, y, duration
0,507,434,8
1,577,494,67
2,656,388,108
3,559,381,108
4,533,436,300
5,506,401,100
6,491,428,142
7,304,596,233
8,642,437,349
0,622,500,8169
1,494,372,8169
0,642,330,2090
1,514,202,2090
2,498,337,158
3,525,381,475
4,310,528,358
5,538,386,550
6,431,299,1316
0,592,652,141
1,464,524,141
2,537,410,1499
3,529,460,533
4,558,393,591
5,612,377,158
0,513,348,100
1,343,453,117
2,483,284,158
0,332,224,974
1,204,96,974
2,448,335,183
3,553,414,558
4,375,553,183
5,619,430,183
6,292,555,291
7,145,566,258
8,476,445,217
9,222,600,200
10,294,596,608
0,689,506,258
1,541,449,291
2,280,598,400
3,189,665,266
4,524,419,375
5,709,260,325
6,537,434,924
7,568,459,708
0,705,383,475
1,577,255,475
2,567,366,142
3,568,258,58
4,548,364,658
5,539,408,749
6,510,448,67
7,551,417,217
8,379,551,67
9,407,501,283
10,387,535,117
11,326,551,208
0,598,446,625
1,470,318,625
2,541,413,1974
3,537,369,475
4,501,361,133
0,522,300,50
1,511,412,8
0,869,510,1982
1,741,382,1982
2,642,411,2090
3,498,364,117
