Idx, x, y, duration
0,938,763,683
1,547,506,400
2,360,481,508
3,342,489,92
4,330,456,191
5,287,580,466
6,371,576,283
7,605,633,275
8,651,617,83
0,300,435,67
1,531,515,258
2,438,503,208
3,397,484,208
4,225,460,725
5,512,487,208
6,408,492,350
7,449,526,241
0,334,575,633
1,593,634,708
2,655,609,241
3,596,366,308
0,422,754,66
1,410,385,58
0,530,310,142
1,915,37,416
2,362,363,291
0,409,576,8
1,402,531,50
2,387,510,200
3,545,365,67
4,537,417,425
0,481,318,508
1,353,258,508
2,563,871,266
3,572,514,58
4,366,558,541
5,557,596,425
6,585,631,1058
7,636,304,366
0,398,528,8
1,359,579,300
2,618,625,175
3,657,620,141
4,608,651,241
5,649,357,125
6,686,316,8
7,680,299,8
0,369,153,8
1,432,329,308
2,632,372,383
3,688,386,333
4,444,518,291
5,247,447,750
0,478,492,17
1,345,305,508
2,281,363,258
3,236,413,266
4,461,284,300
5,44,610,300
6,122,555,408
0,364,498,67
1,374,483,17
2,526,588,183
3,397,488,583
4,563,535,458
5,428,483,200
6,383,470,233
7,305,601,100
0,647,685,8
1,657,688,225
0,397,815,391
1,269,755,391
2,677,701,258
3,541,487,75
4,538,540,200
5,623,321,683
6,489,443,408
7,373,535,158
8,594,569,866
9,445,470,233
10,373,492,325
0,528,301,241
1,614,291,283
2,478,432,233
3,431,489,300
4,603,633,183
5,650,611,216
6,661,313,58
7,646,394,125
8,677,338,75
9,623,297,466
10,574,302,50
11,467,256,75
12,534,554,258
