Idx, x, y, duration
0,927,279,383
1,799,121,383
2,463,361,425
3,636,412,541
4,655,626,416
5,637,159,241
6,303,119,641
7,649,379,250
0,812,488,133
1,684,330,133
2,491,209,316
3,614,443,333
4,723,442,558
5,759,409,383
0,595,286,550
1,467,128,550
2,546,345,216
3,626,423,200
4,750,386,558
5,599,442,616
6,725,428,308
7,760,393,117
8,684,439,208
9,467,348,508
0,878,542,275
1,750,384,275
2,542,496,267
3,585,577,91
4,558,611,75
5,600,604,325
6,766,682,142
0,565,376,416
1,437,218,416
2,272,253,175
3,681,420,216
4,566,311,225
5,654,385,1074
0,642,325,608
1,514,167,608
2,476,365,200
3,473,404,175
4,477,373,100
5,301,377,83
6,231,375,8
0,619,649,8
1,557,375,233
2,706,394,125
3,741,384,183
4,745,420,200
5,590,445,350
6,583,539,525
7,690,437,883
0,639,268,533
1,511,110,533
2,549,324,83
3,572,327,183
4,592,377,641
5,552,367,8
0,702,700,258
1,577,395,58
2,501,252,325
3,443,307,300
4,626,368,266
5,578,405,475
6,445,332,366
7,380,170,716
0,187,295,8
1,203,307,241
2,429,342,142
3,613,438,25
0,613,511,674
1,485,353,674
2,732,385,67
3,615,420,142
4,807,370,167
0,452,181,200
1,496,288,225
2,475,349,208
3,240,332,283
4,209,316,75
5,356,321,108
6,791,161,8
7,783,119,183
8,746,224,58
9,728,396,408
