Idx, x, y, duration
0,512,501,100
1,384,373,100
2,396,407,175
3,547,471,66
4,561,432,75
5,737,252,75
6,703,268,400
7,661,316,92
8,547,402,508
9,544,362,75
10,500,304,200
11,675,265,899
12,576,429,267
0,622,500,8169
1,494,372,8169
2,381,311,583
3,541,486,191
4,513,447,766
0,548,560,624
1,420,432,624
2,522,388,192
3,618,254,741
4,579,437,8
5,614,254,50
6,631,285,390
7,420,301,1740
0,936,325,258
1,943,283,58
2,737,300,183
3,590,294,175
4,663,289,358
5,590,563,258
6,667,268,450
7,374,292,858
8,658,287,641
0,463,232,42
1,469,267,100
2,441,218,75
3,418,249,466
4,395,195,650
5,381,249,191
6,549,212,358
7,434,214,225
8,513,208,91
0,791,343,483
1,663,215,483
2,556,344,375
3,155,325,450
4,115,312,108
5,35,107,400
6,176,153,824
7,114,225,641
0,506,595,358
1,378,467,358
2,454,496,333
3,404,317,216
4,961,650,308
5,937,689,175
6,499,484,250
7,385,336,450
8,480,553,250
9,549,606,100
10,915,89,258
11,414,155,525
0,579,441,300
1,451,313,300
2,637,270,291
3,556,285,150
4,409,292,233
5,414,248,83
6,415,296,92
7,395,303,50
8,386,268,67
9,528,406,308
10,649,281,316
11,496,260,267
12,633,290,125
13,662,255,50
14,638,300,58
15,581,453,133
0,736,650,316
1,608,522,316
2,510,515,141
3,506,395,100
4,527,345,158
5,623,293,450
6,458,290,341
7,530,560,450
8,972,624,283
9,976,530,699
10,527,646,350
0,897,625,683
1,769,497,683
2,556,452,125
3,502,340,192
4,391,312,625
5,661,288,1133
6,375,291,916
0,519,545,33
1,432,346,150
2,423,344,100
3,408,348,58
4,632,351,8
0,592,519,400
1,464,391,400
2,605,327,183
3,638,287,550
4,533,535,341
5,549,551,92
6,554,499,67
7,537,568,75
8,537,493,67
9,543,574,100
10,529,538,50
11,522,573,799
