Idx, x, y, duration
0,626,561,300
1,498,391,300
2,615,411,116
3,409,376,183
4,423,282,333
5,451,291,142
6,404,266,983
7,282,396,158
8,439,415,225
9,358,507,450
0,582,573,75
1,567,632,158
2,392,442,67
3,387,405,58
4,410,219,250
5,362,164,416
6,346,73,67
7,392,213,416
8,350,125,225
9,390,167,241
10,342,190,258
11,346,145,225
12,395,212,483
0,791,452,275
1,663,282,275
2,380,301,141
3,394,251,283
4,398,59,75
5,392,230,133
6,379,187,67
7,390,247,766
8,424,344,275
9,427,306,83
10,387,252,208
11,259,551,216
12,368,552,225
13,396,257,441
0,570,314,142
1,518,429,108
2,429,328,216
3,404,260,383
4,401,291,33
5,391,292,58
6,341,244,8
7,394,262,8
8,390,254,108
9,413,254,142
0,610,563,616
1,482,393,616
2,402,336,167
3,408,284,575
4,328,251,208
5,402,257,341
6,688,461,233
7,635,519,208
8,417,269,1166
0,193,316,8
1,445,222,267
2,434,268,8
3,435,223,300
4,344,368,216
5,425,283,100
0,493,359,25
1,360,436,33
2,467,239,8
3,405,216,158
4,460,252,66
5,466,288,75
6,470,380,9
0,402,590,183
1,428,400,67
2,405,594,92
3,440,252,75
4,428,204,67
5,434,249,225
6,452,215,100
7,465,298,500
8,453,340,458
9,342,544,924
10,423,232,483
0,586,541,475
1,458,371,475
2,400,266,583
3,379,313,167
4,377,245,991
5,472,291,475
6,381,262,433
0,438,250,42
1,388,260,2532
0,675,411,666
1,547,241,666
2,394,287,225
3,372,203,308
4,374,190,292
5,366,208,83
6,457,256,333
7,422,269,142
0,924,156,583
1,499,322,258
2,420,274,600
3,376,189,974
4,343,213,641
5,387,199,450
0,442,649,383
1,314,479,383
2,393,278,333
3,433,280,1349
4,311,455,1224
0,671,438,583
1,543,268,583
2,410,318,408
3,375,199,325
4,415,275,483
5,373,160,42
6,368,218,208
7,401,268,1274
