Idx, x, y, duration
0,442,998,8
1,415,307,8
2,489,248,92
3,523,758,208
4,535,682,50
5,544,267,208
6,535,305,133
7,530,634,50
8,552,419,300
0,745,521,541
1,599,521,541
2,479,287,283
3,530,480,367
0,871,480,300
1,725,480,300
2,711,445,116
3,522,315,108
4,510,875,166
5,108,156,8
6,116,103,75
7,743,333,50
0,601,417,741
1,455,417,741
2,406,724,325
3,317,914,725
4,308,709,291
0,759,358,583
1,613,358,583
2,474,358,117
3,480,402,58
4,478,364,724
5,511,759,366
6,316,910,683
7,485,328,458
8,217,220,333
0,948,368,383
1,802,368,383
2,506,390,333
3,368,852,167
4,314,955,466
5,387,280,208
6,148,101,275
7,47,15,533
8,70,403,233
9,432,353,916
0,676,421,533
1,530,421,533
2,450,312,766
3,554,434,341
4,736,916,525
5,873,911,225
6,880,906,166
7,898,945,158
0,935,563,100
1,789,563,100
2,600,391,208
3,461,267,216
4,399,290,366
5,430,725,192
6,469,872,108
7,373,509,75
8,184,160,42
9,180,199,75
10,48,103,425
11,58,82,141
12,421,230,142
13,409,283,83
14,381,329,425
0,918,581,849
1,772,581,849
2,522,334,200
3,445,319,808
4,490,874,291
5,349,889,300
6,301,901,1466
0,560,393,333
1,439,786,108
2,440,491,383
3,201,200,225
4,115,98,416
5,435,237,408
6,539,510,308
7,548,779,83
0,640,340,192
1,455,854,92
2,437,846,33
3,484,680,191
4,606,309,266
0,726,561,92
1,580,561,92
2,584,603,92
3,579,561,50
4,505,310,75
5,499,415,75
6,512,784,308
7,531,706,308
8,524,609,266
9,551,439,150
10,536,638,100
11,547,678,158
12,512,638,50
13,557,692,566
14,548,841,42
15,560,663,191
