Idx, x, y, duration
0,480,199,17
1,392,532,291
0,487,243,208
1,575,729,8
2,466,205,250
3,476,249,92
0,498,304,8
1,478,268,8
2,472,306,8
3,471,312,8
0,318,710,133
1,190,582,133
2,198,540,67
3,464,298,8
4,476,292,625
5,536,658,266
6,554,193,50
0,576,229,8
1,510,242,8
0,408,321,75
1,174,328,291
2,174,363,308
3,441,299,275
4,468,239,675
0,231,266,133
1,503,247,500
2,496,321,375
3,520,247,233
4,511,206,408
0,418,293,125
1,475,269,375
2,405,404,308
3,373,573,200
4,420,339,192
5,463,275,200
6,485,205,358
7,314,211,92
8,288,243,42
9,253,253,724
0,421,221,67
1,481,223,416
2,466,230,67
0,500,211,375
1,227,285,250
2,525,636,58
3,780,237,133
4,485,191,783
0,933,85,50
1,993,94,92
2,961,144,125
3,464,225,158
4,451,173,491
5,446,225,50
6,459,156,58
7,455,195,416
8,490,297,92
9,483,207,383
10,261,231,450
11,506,237,475
