Idx, x, y, duration
0,477,452,150
1,726,417,17
2,780,435,84
3,488,534,83
4,496,406,158
5,647,430,17
6,783,474,308
7,471,193,26
0,749,377,8
1,666,308,166
2,843,386,42
3,464,383,8
4,785,331,8
0,768,371,8
1,773,374,75
2,585,395,8
0,508,722,117
1,696,507,50
2,684,551,33
0,458,311,100
1,451,367,233
2,574,394,183
3,746,332,175
4,696,206,341
5,685,384,292
0,374,330,25
1,404,310,92
2,726,325,167
3,727,325,325
4,681,675,134
5,912,727,183
6,650,492,8
7,725,296,100
0,879,592,275
1,751,464,275
2,507,364,8
3,512,382,67
4,475,339,75
5,734,320,58
0,480,323,241
1,710,342,817
2,548,394,50
3,329,444,125
0,630,169,525
1,502,41,525
2,624,419,416
3,757,345,408
4,663,220,416
5,776,247,417
6,299,251,125
0,823,345,17
1,805,356,17
2,724,472,8
0,396,562,624
1,268,434,624
2,363,505,50
3,455,513,67
4,502,371,225
5,729,333,316
6,766,301,50
7,752,324,225
8,390,380,625
9,493,119,316
10,224,160,441
0,692,302,33
1,790,239,8
2,612,748,8
3,682,423,16
4,631,298,8
5,686,378,92
6,705,403,150
7,517,380,75
8,591,478,33
9,584,461,75
0,940,665,125
1,812,537,125
2,803,388,150
3,787,275,150
4,575,325,100
5,553,338,42
6,690,294,33
7,797,312,8
