Idx, x, y, duration
0,769,589,533
1,641,461,533
2,463,412,333
3,459,293,291
4,414,339,266
5,446,321,666
6,469,442,8
7,544,468,8
8,492,388,117
0,430,394,242
1,623,583,208
2,494,467,183
3,432,401,9
4,391,397,158
5,435,440,108
6,403,335,383
7,633,460,83
8,655,435,33
0,542,380,516
1,414,252,516
2,479,419,183
3,573,617,75
4,419,339,200
5,504,441,50
6,641,688,133
7,738,679,158
0,500,698,649
1,372,570,649
2,428,387,416
3,592,708,225
4,545,691,283
5,764,692,483
6,716,683,200
7,599,691,325
8,563,693,208
9,506,686,1141
0,756,735,491
1,590,469,225
2,417,404,966
3,455,363,266
4,545,457,591
5,428,398,641
6,430,317,683
0,670,312,300
1,542,184,300
2,409,380,167
3,429,436,300
4,441,428,117
5,422,393,533
6,678,489,75
0,298,730,42
1,340,502,142
2,348,442,75
3,560,600,8
4,512,533,42
0,759,479,300
1,631,351,300
2,674,227,58
3,434,317,983
4,581,444,250
5,688,435,350
6,700,389,83
7,458,248,42
8,430,297,583
9,448,261,83
10,428,302,291
0,386,522,1149
1,258,394,1149
2,342,326,67
3,387,367,325
4,475,426,217
5,645,687,866
6,434,359,391
7,397,337,1266
0,513,329,241
1,451,372,383
2,552,459,300
3,646,522,58
4,635,664,375
5,146,692,100
6,433,61,125
7,385,256,83
0,432,241,8
1,508,252,8
2,456,438,200
3,373,363,17
4,475,347,8
5,620,316,8
6,536,349,8
7,490,352,75
8,409,349,50
0,202,727,175
1,544,366,241
2,448,373,316
3,628,439,75
4,640,683,67
5,625,720,216
6,705,688,67
7,730,720,266
8,637,744,67
9,640,705,158
10,644,760,67
11,637,710,1008
12,603,689,50
13,637,713,283
