Idx, x, y, duration
0,393,156,8
1,467,325,142
2,683,529,200
3,444,52,549
4,441,55,125
0,829,679,8
1,812,717,8
2,461,578,8
3,581,180,33
4,540,167,17
5,206,433,125
6,773,359,8
0,488,184,8
0,773,484,333
1,645,391,333
2,525,395,291
3,748,643,608
4,245,657,450
5,464,282,658
6,324,636,308
7,199,657,150
8,191,645,100
9,223,479,192
0,837,523,225
1,551,126,425
2,364,117,391
3,473,85,300
4,498,59,200
0,433,62,92
0,956,229,241
1,828,136,241
2,656,197,58
3,599,192,42
4,515,171,425
5,475,526,17
6,67,182,383
7,334,144,275
8,634,71,58
9,736,91,83
10,803,128,75
11,819,117,125
12,342,154,100
0,725,385,874
1,597,292,874
2,515,211,208
3,505,159,391
4,429,524,225
5,253,602,250
6,798,606,200
7,779,636,300
8,529,228,275
9,434,167,283
10,543,160,250
11,791,645,117
12,798,680,8
0,770,581,42
1,642,488,42
2,713,491,92
3,521,257,92
4,854,595,8
5,498,356,92
6,518,364,8
