Idx, x, y, duration
0,509,487,549
1,381,318,549
2,554,368,175
3,543,304,150
4,219,392,208
5,174,399,225
6,586,327,150
7,582,217,66
0,637,417,475
1,509,248,475
2,571,315,216
3,293,410,450
4,266,535,8
5,347,575,50
6,363,555,8
7,372,579,33
8,548,288,150
9,511,304,366
10,784,243,474
11,889,125,233
0,327,458,100
1,671,413,150
2,785,433,525
0,576,622,416
1,448,453,416
2,242,418,583
3,133,409,450
4,447,469,175
5,585,367,450
6,681,462,258
7,605,596,1024
0,680,240,774
1,552,71,774
2,505,344,700
3,290,402,325
4,210,385,425
5,523,391,924
6,316,439,275
7,224,411,291
0,744,479,799
1,616,310,799
2,539,344,291
3,361,503,425
4,444,523,783
5,473,484,58
6,547,337,491
7,464,448,433
8,533,346,525
0,472,476,350
1,263,413,125
2,560,277,8
3,598,262,167
0,738,446,658
1,610,277,658
2,516,341,1016
3,635,179,366
4,503,211,1357
0,609,448,141
1,481,279,141
2,525,313,600
3,593,288,250
4,619,318,191
5,651,260,75
6,612,308,566
7,561,304,183
8,510,247,100
9,523,280,733
0,508,471,1757
1,380,302,1757
2,451,273,100
3,568,340,358
4,454,470,475
5,405,472,508
6,757,505,308
7,664,443,466
8,467,407,766
0,600,492,200
1,472,323,200
2,435,411,108
3,559,423,133
4,345,421,316
5,602,348,316
6,724,443,258
7,566,332,808
8,683,488,258
9,501,505,142
0,628,484,1499
1,500,315,1499
2,462,489,1074
3,574,504,191
4,583,464,50
5,565,537,500
6,581,502,616
