Idx, x, y, duration
0,774,523,350
1,646,395,350
2,416,314,241
3,396,260,225
4,873,328,366
5,839,342,283
6,749,450,58
7,724,476,275
8,699,512,66
9,735,569,283
10,586,461,58
11,485,263,108
12,495,305,83
13,435,299,83
14,373,241,75
15,412,303,50
16,728,702,133
17,737,498,125
18,685,489,533
0,742,415,600
1,614,287,600
2,401,361,208
3,393,284,441
4,359,329,258
5,644,455,250
6,721,551,525
7,641,469,191
8,388,283,650
9,361,319,824
0,907,636,508
1,779,508,508
2,832,317,383
3,427,303,458
4,506,375,50
5,738,536,508
6,834,319,808
7,403,277,641
0,696,481,1524
1,568,353,1524
2,427,307,325
3,384,314,241
4,872,323,425
5,402,231,158
6,403,296,558
7,905,318,275
8,851,327,358
0,213,235,1249
1,85,107,1249
2,498,395,233
3,402,317,358
0,645,315,658
1,517,187,658
2,392,321,808
3,657,460,83
4,914,563,42
5,952,563,316
6,910,447,108
7,838,330,267
8,398,316,300
0,1003,378,75
1,875,250,75
2,819,302,117
3,782,334,166
0,531,558,3639
1,403,430,3639
0,347,461,33
1,219,333,33
2,480,310,125
3,424,276,300
4,458,248,8
5,456,284,108
6,412,277,666
7,775,250,508
0,640,299,50
1,410,308,483
2,864,227,108
3,568,411,217
4,555,481,291
5,591,477,50
6,570,507,125
7,587,467,83
8,575,570,183
9,416,223,67
10,413,274,291
11,384,191,67
