Idx, x, y, duration
0,428,648,25
1,268,571,17
0,551,561,683
1,423,433,683
2,413,479,208
3,417,548,383
4,459,366,58
5,430,480,100
6,511,402,241
7,418,448,641
0,428,420,674
1,451,360,92
2,438,499,108
3,413,460,33
4,402,460,33
0,555,276,100
1,428,332,17
2,455,432,158
3,450,448,9
4,451,479,150
5,509,515,200
6,781,610,26
7,762,216,42
8,744,113,17
9,744,92,9
0,449,302,8
1,489,412,33
2,515,450,8
0,167,365,458
1,39,237,458
2,79,66,200
3,440,380,425
4,419,533,216
5,696,253,225
6,722,181,275
7,412,326,241
8,433,472,774
0,219,355,150
1,398,360,192
2,384,396,183
3,733,143,108
4,766,216,491
5,792,191,200
6,375,354,200
7,401,409,241
8,477,449,191
9,393,459,92
10,470,395,133
0,679,97,724
1,676,278,175
2,461,362,300
3,432,426,508
4,448,298,583
5,485,525,141
6,491,508,92
7,440,433,17
8,461,373,150
9,446,413,500
0,420,552,541
1,292,424,541
2,380,320,225
3,438,396,416
4,652,268,267
5,752,78,67
6,750,150,175
7,464,386,941
8,527,389,233
9,529,377,125
10,552,219,100
11,466,250,158
12,469,379,333
0,884,213,8
1,871,260,92
2,735,173,141
3,750,205,50
4,864,281,8
