Idx, x, y, duration
0,613,542,683
1,485,414,683
2,402,363,117
3,743,382,108
4,682,309,183
5,428,299,308
6,851,425,58
7,826,304,466
8,789,325,158
9,741,319,108
10,393,304,216
11,442,330,133
12,469,377,108
13,446,291,50
14,407,174,400
0,598,269,600
1,470,141,600
2,402,329,350
3,675,382,233
4,724,353,291
5,775,249,408
6,720,329,50
7,719,341,650
8,391,329,1199
0,616,355,133
1,436,324,233
2,631,405,333
3,405,326,583
4,655,449,408
5,846,444,241
6,636,382,341
7,628,394,774
0,782,718,250
1,629,489,167
2,447,343,316
3,725,371,83
4,425,248,441
0,432,392,8
1,671,532,8
2,625,263,17
3,449,433,8
0,242,353,641
1,114,225,641
2,479,274,383
3,820,179,283
4,895,156,583
5,682,308,308
6,581,246,92
7,470,119,125
8,495,198,100
9,583,225,974
0,553,534,516
1,425,406,516
2,674,434,267
3,587,232,508
4,379,314,217
5,390,368,92
6,389,370,217
0,897,323,150
1,769,195,150
2,716,210,92
3,516,208,108
4,390,287,383
5,415,262,158
6,410,220,67
7,403,268,866
8,405,262,391
9,362,277,83
10,528,246,83
11,512,280,50
12,533,216,67
13,488,262,50
14,568,239,50
15,588,187,83
0,757,666,416
1,629,538,416
2,535,413,391
3,413,364,258
4,375,349,833
5,361,214,50
6,356,346,200
7,377,306,1058
0,498,324,266
1,370,196,266
2,527,261,258
3,451,336,266
4,367,295,408
5,429,349,117
6,427,314,325
7,381,315,441
0,692,559,1224
1,564,431,1224
2,569,484,100
3,552,450,117
4,572,411,150
5,546,613,100
6,437,513,183
7,418,313,317
8,418,314,92
9,402,281,125
10,408,370,75
11,430,414,58
