Idx, x, y, duration
0,727,669,309
1,599,498,309
2,420,449,108
3,420,378,167
4,455,214,100
0,579,287,75
1,466,272,75
2,475,279,92
3,456,325,216
4,481,433,8
5,471,361,33
6,517,389,33
0,585,139,8
0,499,194,8
1,430,249,9
2,468,296,217
3,483,294,175
4,492,628,8
5,493,220,8
6,398,193,83
7,441,326,150
8,413,374,142
0,794,563,458
1,666,392,458
2,550,397,133
3,568,320,75
4,555,346,75
5,591,354,175
6,566,390,75
7,523,470,17
8,524,478,316
0,784,45,100
1,505,190,450
2,470,77,291
3,174,294,558
4,530,102,175
5,760,271,92
6,996,192,8
7,918,184,33
0,174,314,191
1,339,295,266
2,451,321,458
3,449,298,433
4,494,39,383
5,617,267,375
0,261,291,1099
1,133,120,1099
2,488,155,383
3,429,323,433
4,391,413,300
5,431,421,275
0,400,252,275
1,415,409,350
2,373,402,192
3,352,160,125
4,191,317,92
5,460,85,258
0,594,549,300
1,466,378,300
2,577,514,125
3,484,401,158
4,431,413,8
5,431,420,8
0,610,259,433
1,482,88,433
2,364,314,217
3,438,110,208
4,470,67,616
5,521,250,308
6,475,293,250
7,427,209,350
