Idx, x, y, duration
0,337,607,325
1,490,693,267
2,574,783,341
3,463,867,391
4,175,758,425
5,427,624,208
6,329,596,158
7,474,695,450
8,447,365,325
9,363,390,225
0,245,667,42
1,226,715,100
2,262,698,117
3,328,629,191
4,518,691,241
5,435,712,725
6,329,606,141
7,415,654,941
8,313,679,133
0,573,664,416
1,317,664,416
2,404,278,316
3,345,358,183
4,566,752,400
5,502,787,92
6,468,766,42
7,161,754,391
8,525,771,458
9,496,834,233
10,457,856,416
0,430,431,208
1,174,431,208
2,290,442,108
3,293,594,183
4,320,677,75
5,447,690,550
6,265,746,350
7,240,823,350
8,337,619,575
9,618,561,108
0,625,543,625
1,369,543,625
2,302,583,458
3,293,612,300
4,364,615,42
5,414,560,117
6,328,528,125
7,481,490,8
0,225,553,125
1,391,524,25
2,447,623,8
3,519,638,75
4,456,652,8
0,609,449,366
1,353,449,366
2,408,661,75
0,727,354,541
1,471,354,541
2,327,460,75
3,297,647,483
4,417,632,441
5,566,701,358
6,520,800,333
7,305,856,300
8,279,828,541
9,516,444,475
0,516,402,325
1,389,508,250
2,359,566,208
3,309,542,191
4,389,649,1016
5,194,620,275
6,400,644,225
7,407,600,67
8,396,494,375
9,336,424,166
0,584,551,383
1,328,551,383
2,306,584,58
3,331,548,92
4,337,583,92
5,366,542,142
6,419,582,191
7,394,667,58
8,386,640,8
9,358,632,666
10,386,625,8
11,400,649,8
12,438,470,8
13,369,646,175
0,499,579,142
1,261,584,8
2,366,634,58
3,489,654,92
4,447,665,258
5,273,744,8
6,550,781,67
7,593,737,8
8,536,666,8
9,568,756,58
0,342,410,258
1,398,669,92
2,401,643,8
3,346,647,491
0,743,477,575
1,730,692,125
2,376,589,283
3,249,718,266
4,290,663,150
5,403,647,983
6,434,775,58
7,276,874,250
8,530,800,275
9,534,540,58
10,431,221,358
0,538,481,58
1,282,481,58
2,291,518,283
3,370,595,849
4,305,777,666
5,405,263,1391
