Idx, x, y, duration
0,340,577,466
1,587,370,391
2,706,248,375
3,679,311,633
4,289,426,458
5,348,398,425
6,586,98,416
0,695,285,58
1,831,258,50
2,889,258,125
3,732,280,341
4,677,316,208
5,503,312,233
6,673,362,216
7,640,498,416
8,655,449,741
0,626,328,25
1,664,267,17
2,627,392,42
3,625,338,50
4,693,270,8
5,615,379,8
6,704,270,8
7,505,367,8
0,792,41,183
1,647,214,325
2,285,395,83
3,489,318,8
4,538,236,8
5,526,237,50
6,527,26,142
7,564,50,42
0,466,677,408
1,338,507,408
2,627,325,433
3,662,240,300
4,473,157,341
5,711,123,216
6,868,127,341
7,693,279,200
8,660,289,266
9,656,399,475
0,259,352,67
0,597,566,283
1,469,396,283
2,367,54,300
3,741,206,341
4,960,668,749
5,638,410,50
6,623,432,100
0,681,581,300
1,553,411,300
2,550,426,58
3,672,414,83
4,682,424,75
5,700,285,8
6,645,442,8
7,339,406,225
8,330,446,33
0,602,385,25
1,771,61,67
2,877,68,325
0,233,299,42
1,410,260,117
2,498,83,150
0,642,409,8
1,633,411,275
2,358,410,208
0,553,432,17
1,638,388,8
2,536,229,291
3,268,345,283
4,978,349,266
5,974,383,100
6,639,270,491
7,677,415,266
8,668,381,225
0,348,562,200
1,639,296,425
2,657,355,1049
3,834,557,150
4,927,602,466
5,557,356,275
6,366,347,133
7,760,259,550
