Idx, x, y, duration
0,799,666,466
1,671,538,466
2,820,525,200
3,537,515,242
4,403,540,341
5,365,568,183
6,434,300,258
7,864,368,50
8,834,388,191
9,582,365,200
10,350,372,450
11,157,392,525
12,492,523,375
0,659,527,408
1,531,399,408
2,830,494,183
3,907,492,350
4,471,452,125
5,439,485,400
6,432,344,166
7,862,513,133
8,912,491,258
9,805,570,183
10,848,572,833
0,733,450,258
1,605,322,258
2,538,313,75
3,527,349,350
4,924,478,491
5,439,521,217
6,280,500,183
7,435,476,425
8,284,198,50
9,312,240,258
10,158,220,158
11,801,232,75
12,815,138,67
13,792,232,366
14,428,246,67
15,474,248,225
0,391,538,191
1,302,531,150
2,406,483,258
3,865,519,183
4,906,503,283
5,728,452,258
6,656,543,225
7,580,543,508
8,747,425,533
9,892,398,275
0,781,331,17
1,748,652,17
0,892,305,42
1,822,330,50
2,673,479,175
3,829,529,167
4,880,471,25
5,398,412,75
6,459,419,216
7,467,411,8
8,444,465,25
0,363,398,167
1,301,437,166
2,377,263,425
3,812,277,391
4,557,325,283
5,445,289,58
0,496,432,217
1,401,471,250
2,269,506,291
3,444,421,508
4,498,477,175
5,811,461,217
6,822,298,341
7,901,539,208
8,897,487,608
0,771,432,350
1,643,304,350
2,414,416,583
3,487,445,308
4,424,488,400
5,737,511,125
6,887,476,200
7,939,426,50
8,889,474,200
9,514,430,408
10,421,461,441
0,666,446,175
1,538,318,175
2,498,343,75
3,573,249,92
4,555,304,67
5,273,398,308
6,684,507,158
7,616,542,75
8,258,480,266
9,125,454,125
0,751,359,8
1,801,541,17
2,832,507,108
3,442,471,83
4,472,471,8
5,397,450,83
6,390,450,8
7,408,346,42
8,412,320,50
9,413,295,67
10,430,326,674
0,751,499,708
1,623,371,708
2,735,363,100
3,486,334,91
4,500,334,533
5,897,262,75
6,908,259,175
7,879,684,50
8,632,226,217
9,376,197,375
0,648,350,1083
1,520,222,1083
2,380,533,283
3,689,529,1049
4,917,540,166
5,347,438,75
6,351,477,1191
0,629,551,250
1,501,423,250
2,467,440,183
3,575,543,1624
4,484,509,733
5,443,460,333
