Idx, x, y, duration
0,646,642,425
1,518,528,425
2,365,452,375
3,180,459,200
4,444,497,275
5,556,480,491
6,777,603,366
7,671,604,192
8,908,591,275
0,258,408,50
1,251,466,75
2,266,530,75
3,469,498,366
4,351,519,383
5,219,388,125
6,245,419,67
7,226,370,100
8,377,343,100
9,388,383,50
10,380,345,50
11,405,520,116
12,438,554,258
13,370,477,92
14,384,529,75
15,369,484,67
16,478,443,591
17,434,490,416
0,467,461,100
1,339,347,100
2,469,297,58
3,490,390,183
4,411,439,266
5,715,569,458
6,457,393,250
7,239,387,583
8,442,392,92
9,413,439,100
10,428,400,67
11,415,434,166
12,484,382,58
13,489,448,150
14,738,575,250
0,808,310,391
1,680,196,391
2,508,328,108
3,508,449,75
4,463,415,308
5,203,403,450
6,244,321,67
7,243,295,92
8,827,579,516
0,537,166,150
1,509,197,100
2,584,475,8
3,389,420,8
4,403,357,125
5,420,290,108
6,436,297,75
7,440,374,266
8,523,406,75
9,393,357,208
10,399,343,83
0,533,487,400
1,405,373,400
2,580,523,341
0,671,718,91
1,530,441,266
2,293,383,675
3,576,566,50
4,599,508,58
5,588,562,300
6,708,662,391
7,841,609,391
8,400,406,608
0,1010,405,258
1,882,291,258
2,913,248,83
3,487,309,83
4,489,371,400
5,529,470,233
6,573,409,375
7,397,323,366
8,260,291,275
9,646,488,125
10,672,449,67
11,644,476,83
12,687,487,125
13,756,517,508
0,646,436,341
1,518,322,341
2,508,346,58
3,491,397,83
4,476,440,83
5,781,403,83
6,736,472,150
7,769,415,175
8,697,501,83
9,517,437,108
10,671,404,142
11,636,447,50
12,650,411,67
13,499,367,116
14,496,408,67
0,474,425,8
1,475,434,42
2,419,360,8
3,465,431,92
4,531,430,275
5,462,438,100
6,474,424,8
7,567,418,8
0,486,299,92
1,489,336,58
2,667,605,158
3,723,591,175
4,358,390,242
5,262,355,466
6,384,381,433
7,533,401,450
0,590,322,416
1,462,208,416
2,499,383,658
3,666,585,550
4,344,348,1224
5,523,470,558
0,337,758,1674
1,209,644,1674
2,462,316,108
3,594,490,799
4,394,445,1391
5,410,367,58
