Idx, x, y, duration
0,235,397,149
1,599,445,309
0,494,393,308
1,657,282,425
2,259,306,108
0,488,344,125
1,746,308,17
2,725,265,308
3,714,169,133
0,485,356,8
1,567,422,158
2,341,443,175
3,394,244,325
4,788,303,75
5,790,279,8
6,714,444,92
7,811,432,50
0,452,391,391
1,324,167,391
2,478,206,217
3,775,123,8
4,676,125,8
5,462,177,66
6,236,186,208
7,748,350,8
8,650,258,225
9,617,234,150
10,606,164,42
11,652,153,83
0,658,483,266
1,530,259,266
2,538,284,233
3,227,137,291
4,381,209,75
5,812,305,17
6,788,236,67
7,669,218,175
8,666,339,458
0,374,405,716
1,246,181,716
2,220,318,441
3,164,385,400
4,130,197,83
5,123,261,508
6,159,282,50
7,498,216,42
0,994,354,366
1,866,130,366
2,709,240,366
3,284,313,350
4,402,446,258
5,288,479,433
6,253,475,308
7,311,467,283
8,278,484,283
9,214,497,275
0,359,408,375
1,497,293,366
2,689,315,283
3,669,269,408
4,214,264,208
5,174,197,566
6,385,451,283
7,260,507,550
0,529,73,200
1,433,421,283
2,710,280,108
3,713,268,350
4,315,500,283
5,295,560,108
6,236,475,233
7,476,302,600
0,410,277,17
1,656,407,92
2,233,540,92
3,230,554,100
4,151,546,333
5,817,374,458
6,859,280,350
7,757,301,658
0,898,533,733
1,770,309,733
2,495,373,458
3,308,281,83
4,321,231,75
5,308,280,125
6,632,291,342
7,392,287,150
8,373,252,400
9,732,310,400
10,655,371,333
11,428,288,541
