Idx, x, y, duration
0,445,414,25
1,471,383,8
2,576,285,283
3,150,83,9
4,62,348,100
0,434,669,175
1,452,627,108
2,560,213,100
3,540,336,192
4,580,262,175
5,554,497,8
6,564,459,8
0,458,335,133
1,178,357,75
2,178,368,8
3,174,471,8
4,174,455,8
0,739,222,100
1,740,225,100
2,652,258,291
3,663,272,25
4,90,169,192
5,74,212,8
6,84,252,50
0,853,264,16
1,303,347,16
2,359,483,258
0,338,278,233
1,210,150,233
2,355,147,116
3,372,103,275
4,430,69,441
5,117,330,33
6,86,371,325
7,385,179,216
8,434,87,150
9,628,218,375
10,465,95,400
11,521,394,625
0,805,541,425
1,677,413,425
2,575,363,275
3,198,281,408
4,364,264,483
5,241,274,391
6,395,449,391
7,556,475,366
0,838,252,308
1,710,124,308
2,444,345,558
3,295,276,491
4,68,281,616
5,78,493,225
6,304,476,441
7,223,338,541
8,493,143,358
0,651,477,8
1,660,319,8
2,652,316,183
3,480,200,183
4,436,71,100
0,601,196,424
1,469,328,525
2,102,245,358
3,39,225,633
