Idx, x, y, duration
0,479,191,8
1,367,415,100
0,388,260,133
1,260,145,133
2,666,200,208
3,515,392,192
4,316,448,8
5,316,459,8
6,359,420,8
7,358,424,8
8,304,529,8
9,409,400,92
10,270,519,141
11,316,508,8
12,290,393,341
13,394,663,116
14,267,614,17
15,276,606,83
16,422,429,8
0,106,423,75
1,471,460,275
0,659,297,333
1,387,398,508
2,281,482,441
3,421,370,225
4,451,346,733
0,608,369,658
1,480,254,658
2,357,404,250
3,314,491,400
4,443,359,283
5,339,429,258
6,290,463,491
7,507,341,275
8,536,609,383
9,540,271,300
10,446,354,250
11,506,556,200
12,526,590,325
13,799,587,308
14,829,342,83
0,471,315,117
1,399,120,150
2,157,123,67
0,568,406,333
1,440,291,333
2,414,409,75
3,291,518,75
4,273,455,316
5,154,483,233
6,464,330,275
7,398,381,200
8,300,426,8
9,278,421,8
10,266,416,192
11,288,504,466
12,253,414,100
13,262,377,941
0,534,431,383
1,431,381,225
2,320,454,358
3,279,531,108
4,287,546,8
5,312,538,8
6,433,385,508
7,653,446,566
8,654,449,500
9,657,449,83
10,648,436,125
11,435,384,225
12,427,380,200
0,549,438,8
1,431,381,8
2,338,437,75
3,314,434,92
4,309,554,42
5,251,512,100
6,317,89,9
7,366,14,8
8,318,475,8
9,296,477,17
10,64,564,8
11,256,720,116
0,288,445,92
1,416,384,58
2,397,331,142
3,394,384,83
4,389,336,141
5,410,412,308
6,415,283,8
7,450,456,17
8,426,385,58
9,449,344,108
10,465,351,108
11,455,344,491
12,459,346,375
0,396,397,83
1,293,466,283
2,176,465,67
3,64,415,8
4,490,318,375
5,458,356,316
6,477,370,92
7,677,424,125
8,459,372,341
9,390,427,350
10,339,462,208
11,274,460,316
0,562,478,8
1,323,503,416
2,290,553,50
3,276,665,116
4,451,419,341
5,415,348,191
6,352,394,192
7,417,355,208
8,311,416,225
9,392,352,241
10,353,398,166
