Idx, x, y, duration
0,719,484,375
1,591,356,375
2,640,328,217
3,538,492,191
4,487,529,308
5,600,390,341
6,481,279,258
7,522,473,300
8,544,583,417
9,506,518,250
10,450,552,92
11,265,532,267
12,545,501,233
0,597,587,591
1,469,459,591
2,607,366,416
3,578,521,425
4,637,518,400
5,460,411,341
6,488,505,716
0,481,468,158
1,434,493,675
2,498,487,458
3,596,476,350
4,654,463,416
0,391,513,1033
1,263,385,1033
2,450,331,241
3,549,536,283
4,514,601,316
5,684,659,275
6,517,503,208
7,430,520,999
8,513,590,275
0,571,556,658
1,443,428,658
2,391,361,458
3,232,352,258
4,441,488,516
5,492,512,300
6,426,504,783
7,509,492,766
0,563,526,166
1,452,534,450
2,502,331,250
3,650,370,333
4,677,411,391
5,506,411,533
6,602,526,17
0,454,393,92
1,461,404,158
2,497,506,125
3,541,544,83
4,555,356,425
5,575,403,117
0,910,271,358
1,782,143,358
2,798,77,50
3,645,148,67
0,433,362,50
1,382,362,150
2,541,513,291
3,464,487,150
4,447,523,67
5,416,512,8
6,445,502,92
7,273,474,341
8,505,492,358
9,581,504,108
10,543,477,350
0,660,482,608
1,532,354,608
2,356,333,200
3,510,525,200
4,479,501,325
5,540,432,133
6,566,384,50
7,541,421,258
8,569,517,733
9,538,476,400
10,518,514,83
11,541,471,400
12,529,403,416
0,595,518,17
1,607,705,8
0,546,106,150
1,512,447,75
2,487,502,167
3,576,520,92
4,469,373,433
5,617,342,341
6,446,501,83
7,634,292,308
0,443,487,8
1,439,486,75
2,522,410,8
3,571,481,8
0,667,549,433
1,539,421,433
2,496,551,283
3,557,528,158
4,441,543,258
5,372,434,42
6,372,492,116
7,273,455,100
8,261,380,67
9,268,432,108
10,476,524,658
11,481,261,83
12,469,299,225
13,587,310,433
