Idx, x, y, duration
0,682,146,316
1,499,178,175
2,490,299,408
3,473,391,284
4,498,294,142
5,541,232,66
6,504,250,83
7,479,333,292
8,239,187,108
9,241,139,133
10,237,205,66
11,564,406,267
12,499,332,242
13,516,279,991
0,389,661,500
1,261,489,500
2,483,335,233
3,454,298,1108
4,420,272,608
5,493,322,366
6,418,269,508
0,548,429,1740
1,420,257,1740
2,474,269,475
3,450,263,516
4,637,259,250
5,481,259,1083
0,667,381,325
1,539,209,325
2,532,292,167
3,503,252,475
4,185,248,524
5,180,345,175
6,498,282,433
7,442,243,100
8,451,209,17
9,507,194,175
0,466,260,391
1,462,258,58
2,430,167,67
0,497,195,83
1,464,213,325
2,466,260,158
3,478,94,324
4,486,210,158
5,492,301,8
6,464,397,17
7,513,273,425
0,454,335,849
1,463,346,1016
0,716,315,83
1,588,143,83
2,611,190,158
3,476,247,316
4,454,277,92
5,423,259,275
6,503,243,166
7,441,158,67
8,413,211,175
9,449,280,175
10,483,232,283
11,455,278,100
12,479,201,92
13,498,236,400
14,486,167,83
15,502,233,158
16,465,265,217
0,507,587,1374
1,379,415,1374
2,464,316,425
3,453,274,1541
4,489,264,858
0,492,394,8
1,477,327,191
2,486,249,233
3,408,129,708
4,516,177,600
5,447,156,483
6,795,203,75
0,523,303,8
1,526,326,117
2,530,271,117
3,531,269,83
0,663,405,92
1,518,354,150
2,505,303,108
3,507,256,92
4,538,226,142
5,517,221,8
6,374,268,8
