Idx, x, y, duration
0,565,493,816
1,437,323,816
2,388,395,275
3,568,283,350
4,933,282,583
5,665,310,308
6,515,309,92
7,523,274,183
8,514,308,191
9,483,415,8
0,466,423,216
1,495,468,266
2,568,235,450
3,560,312,208
4,459,361,50
5,507,535,8
6,523,288,108
7,402,455,92
0,419,539,1466
1,335,410,400
2,434,471,308
3,582,292,400
4,618,508,291
5,763,523,408
6,594,630,325
0,603,446,316
1,475,276,316
2,394,390,225
3,536,444,533
4,354,396,675
5,745,490,383
6,820,501,450
7,573,490,724
0,655,671,566
1,527,501,566
2,350,439,300
3,420,473,266
4,564,333,575
5,930,325,108
6,473,463,8
0,446,316,366
1,453,420,200
2,560,459,391
3,548,352,225
4,413,351,125
5,552,440,8
0,409,469,133
1,530,347,75
2,539,306,308
3,595,465,333
4,420,451,358
5,525,173,408
6,314,153,383
0,821,467,275
1,693,297,275
2,527,200,100
3,502,225,141
4,519,190,117
5,499,233,100
6,660,272,92
7,631,324,50
8,658,284,291
9,503,269,250
10,543,190,83
11,518,276,92
12,500,217,92
13,496,362,67
14,628,301,67
15,602,365,250
16,499,304,325
17,536,262,508
0,540,591,591
1,579,349,158
2,604,278,83
3,576,351,83
4,460,453,325
5,630,459,408
6,660,370,516
7,529,361,525
8,561,317,541
0,475,48,175
1,556,423,125
2,485,125,67
0,389,103,8
1,491,235,8
2,528,287,258
0,711,463,1116
1,583,293,1116
2,606,449,1108
3,598,508,141
4,602,380,674
5,559,481,333
