Idx, x, y, duration
0,487,488,382
1,359,360,382
2,549,360,316
3,593,417,741
4,588,409,167
5,675,215,266
6,629,319,75
7,601,367,133
8,603,328,83
9,580,380,100
0,655,756,2532
1,480,463,175
2,494,372,8169
0,609,435,508
1,481,307,508
2,506,357,891
3,497,308,142
4,492,356,108
0,517,345,266
1,560,360,1074
2,496,352,550
3,568,353,1524
0,634,273,616
1,525,345,67
0,227,289,183
1,517,363,533
2,93,343,200
3,502,363,933
4,562,371,574
5,523,369,1166
0,573,516,958
1,445,388,958
2,513,421,883
3,512,476,67
4,416,332,8
5,519,402,816
0,778,438,216
1,650,310,216
2,667,262,92
3,517,324,175
4,479,361,83
5,550,320,67
6,501,348,233
7,489,415,67
8,490,336,200
9,534,369,641
10,567,344,425
11,482,356,100
12,492,321,150
13,550,326,533
0,595,576,766
1,467,448,766
2,507,394,583
3,509,363,1049
4,543,349,1141
0,579,365,8
1,551,167,8
2,554,416,158
0,426,314,341
1,298,186,341
2,516,277,175
3,529,343,933
4,507,393,100
5,524,358,258
6,561,349,416
0,504,372,8
1,487,474,17
2,530,418,117
3,538,436,100
4,573,360,42
5,493,418,8
6,491,410,8
7,531,408,100
8,492,376,166
0,632,493,67
1,504,365,67
2,520,405,550
3,511,401,108
4,526,361,67
5,516,401,283
6,518,382,400
7,584,226,100
8,658,168,650
