Idx, x, y, duration
0,516,223,533
1,547,162,799
2,832,399,591
0,434,390,150
1,370,376,142
2,522,245,233
3,532,236,558
4,511,357,84
5,537,261,516
6,591,249,125
7,764,200,300
0,621,389,8
1,529,271,233
2,488,238,316
3,365,223,350
4,497,219,383
5,535,197,275
6,608,182,208
7,640,227,217
8,461,158,200
9,742,468,150
10,748,461,8
0,550,192,400
1,538,225,100
2,550,190,91
3,509,102,75
4,511,33,67
5,522,87,183
6,500,160,175
7,511,97,200
8,577,220,92
9,595,92,83
10,585,174,133
11,495,149,183
12,480,226,75
13,488,167,50
14,467,318,50
15,439,243,8
16,418,280,8
17,415,227,58
0,487,305,67
1,484,364,225
2,492,240,1291
3,477,249,408
4,551,335,483
5,224,303,83
6,216,264,83
0,490,286,1915
1,480,333,2590
0,471,257,83
1,485,304,275
2,524,167,791
3,768,320,200
4,534,229,650
5,487,251,566
6,549,253,275
0,468,401,91
1,387,391,183
2,518,273,491
3,515,211,250
4,285,226,308
5,517,257,383
6,581,261,142
7,828,563,67
8,579,607,183
0,531,164,58
1,539,220,716
2,441,185,491
0,109,320,150
1,418,186,558
2,468,207,350
3,451,149,316
4,377,434,166
5,156,524,266
0,376,375,217
1,462,257,300
2,490,205,425
3,673,419,291
4,512,224,699
5,437,232,541
6,463,301,425
7,465,186,383
0,516,455,8
1,552,348,8
2,513,284,8
3,473,279,150
4,430,247,500
0,641,581,700
1,654,556,8
2,531,226,575
3,839,411,133
4,939,513,42
5,767,392,100
6,487,211,258
7,223,225,525
8,103,420,217
9,109,543,575
0,402,407,8
1,508,225,291
2,526,303,258
3,543,478,158
4,751,578,275
5,860,539,275
6,568,236,375
7,528,256,208
8,531,222,158
9,483,323,308
10,534,666,192
