Idx, x, y, duration
0,666,487,425
1,410,487,425
2,337,741,400
3,387,853,475
4,439,736,266
5,379,378,250
6,398,162,175
7,397,124,583
8,408,634,483
0,390,492,275
1,374,736,516
2,399,203,158
3,402,98,1191
4,384,506,416
0,343,562,8
1,379,165,166
2,389,101,558
3,355,644,250
4,299,702,91
5,301,691,117
6,349,572,350
7,396,377,200
0,380,211,200
1,404,689,8
2,391,696,333
3,247,709,433
0,571,706,666
1,315,706,666
2,409,710,275
3,363,672,450
4,396,473,233
5,392,167,233
6,386,96,491
7,367,539,183
8,365,839,916
0,549,597,300
1,293,597,300
2,344,686,241
3,380,738,242
4,389,359,200
5,401,135,100
6,334,750,383
7,328,754,33
8,488,768,225
9,390,507,366
0,377,346,17
1,385,400,142
2,345,753,633
3,380,346,108
0,362,584,266
1,296,718,658
2,268,794,483
3,79,583,400
4,276,683,266
5,220,668,291
6,320,666,824
0,377,139,33
0,391,401,142
1,388,248,183
2,181,710,175
3,279,702,200
4,370,258,142
5,380,130,475
0,363,699,100
1,252,662,175
2,394,419,225
3,411,178,258
4,401,120,300
5,393,844,150
6,393,717,158
7,249,688,308
8,327,761,491
9,329,763,33
0,608,213,92
1,352,213,92
2,379,148,225
3,383,688,400
4,248,696,300
5,486,146,67
6,455,229,92
7,402,256,275
8,407,92,450
9,383,675,508
10,431,787,475
