Idx, x, y, duration
0,465,402,350
1,337,402,350
2,560,555,366
3,557,607,175
4,733,791,358
5,451,464,125
6,345,392,167
7,640,402,149
8,603,413,267
0,704,391,117
1,587,607,75
2,557,610,283
3,397,644,466
4,407,816,117
5,476,454,200
6,493,570,233
0,690,310,300
1,562,310,300
2,569,600,75
3,582,604,108
4,588,667,117
5,556,327,75
6,214,413,217
7,274,743,208
8,336,526,283
9,336,426,117
10,135,282,383
11,661,619,67
0,430,315,416
1,549,540,241
2,421,540,241
3,554,501,483
4,352,422,200
5,309,440,483
6,574,435,408
7,545,408,433
8,658,389,50
9,491,567,333
10,335,476,383
0,770,633,1691
1,642,633,1691
2,576,634,366
3,408,627,516
4,365,628,316
5,518,627,358
6,527,535,242
7,546,436,874
0,574,497,316
1,559,695,608
2,367,665,350
3,553,642,108
4,566,635,158
5,571,594,266
6,527,518,250
7,594,718,400
8,882,770,441
0,553,416,217
1,517,540,183
2,557,718,50
3,550,529,233
4,540,455,350
5,547,519,416
0,425,493,641
1,297,493,641
2,542,516,316
3,557,379,258
4,544,256,258
5,538,518,375
6,574,671,291
7,617,882,258
8,542,898,75
9,153,816,242
10,93,733,233
11,92,862,358
0,556,430,291
1,428,430,291
2,436,389,83
3,552,413,366
4,588,593,266
5,187,255,42
6,196,304,266
7,543,437,425
8,617,635,208
9,663,521,50
10,688,801,125
11,736,812,50
12,684,772,67
13,576,514,200
14,561,551,250
15,661,767,350
0,560,456,67
1,432,456,67
2,432,511,233
3,566,580,275
4,632,709,67
5,661,733,67
6,631,714,300
7,639,752,67
8,623,704,216
9,378,524,58
10,387,456,58
11,375,528,150
12,535,311,83
13,504,384,333
14,282,479,491
15,379,404,550
0,603,482,683
1,475,482,683
2,531,517,216
3,544,358,117
4,542,228,358
5,653,245,291
6,553,624,75
7,513,412,241
8,519,198,208
9,557,98,141
0,616,504,8
1,529,657,50
2,527,650,33
3,559,616,8
4,522,614,8
5,536,636,358
6,521,631,8
0,384,652,416
1,256,652,416
2,516,665,208
3,563,433,216
4,557,222,275
5,556,73,641
6,152,100,300
7,191,312,208
8,147,572,183
9,166,613,117
10,459,723,316
11,365,687,191
