Idx, x, y, duration
0,709,507,724
1,581,379,724
2,542,376,50
3,400,373,50
4,439,376,125
5,422,337,108
6,203,315,92
7,194,258,83
8,576,497,283
9,612,533,50
10,664,421,150
11,699,410,208
12,227,297,108
13,207,271,200
14,195,203,491
15,541,240,358
0,904,375,225
1,776,247,225
2,486,394,225
3,373,351,300
4,485,629,283
5,163,262,699
6,647,337,508
7,235,583,550
0,609,431,1083
1,481,303,1083
2,274,301,241
3,451,526,158
4,499,628,908
5,243,274,92
6,530,308,58
7,654,346,333
0,315,520,366
1,187,392,366
2,441,396,267
3,656,401,333
4,501,662,516
5,399,355,741
6,698,427,733
7,623,470,408
0,670,292,8
1,654,282,125
0,711,353,974
1,583,225,974
2,503,368,183
3,396,347,283
4,189,238,400
5,357,174,241
6,556,174,250
7,332,137,591
8,660,214,733
0,841,247,142
1,609,375,216
2,377,365,383
3,157,329,200
4,156,280,266
5,259,351,50
6,844,761,200
7,473,563,383
8,540,490,75
9,377,372,50
10,72,163,208
11,162,263,133
0,625,692,217
1,497,564,217
2,620,376,150
3,641,340,283
4,400,341,416
5,179,257,250
6,175,185,67
7,163,253,241
8,184,220,133
9,683,310,250
10,705,213,67
11,665,310,433
12,381,339,566
0,802,280,724
1,674,152,724
2,328,274,191
3,372,333,633
4,490,626,1149
5,650,331,533
6,655,492,341
0,641,601,533
1,513,473,533
2,382,347,575
3,664,319,558
4,388,324,433
5,492,456,383
6,277,435,383
7,490,317,441
0,471,346,33
1,396,330,8
2,139,334,42
3,696,319,8
4,688,320,8
5,428,453,8
6,437,389,8
7,635,328,8
0,783,526,275
1,655,398,275
2,459,346,183
3,527,497,233
4,478,636,233
5,521,656,533
6,509,726,67
7,517,667,400
8,528,734,83
9,517,597,83
10,631,372,67
11,628,417,250
12,394,358,275
