Idx, x, y, duration
0,620,651,375
1,492,523,375
2,608,434,258
3,719,451,341
4,771,457,350
5,454,475,258
6,202,447,475
7,181,414,175
8,608,422,283
9,589,497,258
0,948,134,924
1,429,472,242
2,117,296,283
3,95,257,575
4,598,400,150
5,808,274,425
6,680,380,216
7,605,422,225
8,678,406,308
0,46,673,58
1,100,660,167
2,466,295,66
3,442,338,200
4,583,402,466
5,597,383,75
6,593,428,633
7,593,272,125
8,513,204,50
9,492,275,150
0,683,726,1374
1,555,598,1374
2,515,534,200
3,544,394,175
4,559,456,341
5,698,423,400
6,599,418,158
7,470,366,358
8,610,370,291
9,678,426,916
0,833,251,8
0,392,302,108
1,616,337,17
2,412,277,8
3,538,367,8
4,547,419,58
0,695,546,400
1,567,418,400
2,563,408,125
3,591,364,83
4,298,462,391
5,655,296,425
6,437,438,158
7,427,403,158
8,209,418,92
9,246,442,200
10,537,495,133
11,514,434,67
12,521,496,91
13,758,505,350
0,920,690,641
1,792,562,641
2,838,234,200
3,510,276,291
4,579,354,241
5,423,344,391
6,498,181,350
7,577,382,416
8,683,430,216
9,820,282,366
10,929,221,350
11,925,262,183
0,1021,613,241
1,893,485,241
2,855,486,58
3,818,483,175
4,616,378,158
5,576,431,42
6,587,345,292
7,846,243,341
8,553,286,208
9,728,315,242
10,850,178,233
11,875,97,441
12,689,471,266
13,633,402,366
0,502,337,67
1,517,296,92
2,508,341,75
3,497,305,92
4,549,398,50
5,581,375,150
6,576,323,83
7,205,315,267
8,655,219,250
9,672,181,100
10,647,216,216
0,596,300,158
1,385,428,17
2,583,363,133
3,682,367,33
4,750,372,8
5,734,367,8
6,748,359,8
7,686,405,175
0,519,391,8
1,886,380,117
2,945,377,8
0,837,665,675
1,709,537,675
2,508,276,200
3,540,325,58
4,578,341,425
5,659,414,300
6,904,251,175
7,858,193,300
8,923,140,216
9,834,168,117
10,636,224,183
11,279,346,175
12,151,397,217
13,106,258,483
0,705,450,458
1,577,322,458
2,516,323,167
3,596,451,774
4,559,455,575
5,504,452,92
6,547,455,841
7,556,446,125
