Idx, x, y, duration
0,634,291,8
1,457,331,83
2,448,245,183
0,828,419,483
1,700,291,483
2,531,275,225
3,423,331,83
4,445,291,66
5,511,330,41
6,470,289,325
7,580,277,458
8,216,154,217
9,162,94,175
10,973,365,225
11,1001,340,58
12,931,206,91
13,920,270,125
14,954,238,50
15,992,343,574
0,494,569,583
1,366,441,583
2,489,300,192
3,605,250,408
4,489,251,216
5,429,323,583
6,366,526,433
7,514,258,225
8,582,261,1183
0,612,429,625
1,484,301,625
2,568,248,400
3,447,276,266
4,582,269,2632
0,430,577,241
1,302,449,241
2,537,311,283
3,434,588,208
4,358,593,192
5,356,607,67
6,381,652,158
7,416,546,67
8,457,397,133
9,480,327,91
10,463,290,217
11,309,571,108
0,436,351,674
1,308,223,674
2,461,290,250
3,582,247,308
4,866,160,341
5,950,80,666
6,892,156,608
7,968,73,458
8,610,228,100
0,445,340,266
1,595,284,1399
2,602,283,8
3,575,268,17
0,577,380,1091
1,449,252,1091
2,399,261,75
3,601,209,92
4,568,268,83
5,438,279,475
6,621,217,433
7,631,174,75
8,602,220,183
9,582,209,108
10,478,274,125
11,420,304,333
12,397,394,75
13,412,336,100
14,437,285,67
15,427,344,316
16,560,253,475
0,668,631,92
1,540,503,92
2,545,508,466
3,627,484,158
4,628,286,924
5,451,310,1682
0,485,344,42
1,457,293,250
2,607,281,475
3,501,453,83
4,377,536,125
5,555,308,100
6,426,320,275
7,597,261,725
0,519,477,192
1,620,313,150
2,583,334,142
3,431,348,50
4,474,357,133
5,428,363,100
6,482,380,8
7,671,336,67
8,496,317,8
9,574,299,167
10,563,307,92
0,474,448,616
1,346,320,616
2,512,315,167
3,385,581,358
4,607,222,167
5,619,255,266
6,627,527,325
7,633,491,100
8,609,265,616
9,416,363,608
