Idx, x, y, duration
0,635,355,367
1,507,227,367
2,862,382,874
3,951,380,275
4,198,229,50
5,206,272,125
6,174,437,158
7,204,476,408
8,620,521,608
0,936,241,749
1,680,352,42
2,893,331,500
3,959,319,475
4,910,315,216
5,129,274,208
6,121,392,191
7,127,442,1183
0,444,580,283
1,316,452,283
2,528,394,283
3,942,370,50
4,893,387,191
5,907,344,67
6,912,305,58
7,899,341,125
8,864,339,350
9,116,362,250
10,183,442,58
11,155,399,58
12,181,434,125
13,221,484,67
14,179,428,141
15,134,438,333
16,272,207,217
17,878,340,325
18,920,354,83
19,953,312,58
20,940,348,175
0,506,298,50
1,487,345,241
2,907,332,117
3,851,389,308
4,869,356,192
5,897,410,175
6,892,412,83
7,874,358,58
8,421,408,100
9,122,424,375
10,209,422,666
0,917,339,208
1,882,357,42
2,876,363,117
3,397,370,17
4,140,444,241
5,238,449,158
0,768,401,8
1,874,279,167
2,608,369,33
3,172,333,175
4,161,424,158
5,169,349,100
6,243,383,8
7,869,312,58
8,876,326,25
0,373,180,433
1,245,52,433
2,655,287,58
3,561,429,117
4,569,393,133
5,877,378,358
6,911,342,67
7,900,347,525
8,131,351,116
9,104,321,208
10,180,476,117
11,164,435,83
12,204,455,500
13,438,514,183
0,686,185,641
1,558,57,641
2,636,262,200
3,865,351,500
4,920,339,500
5,899,446,308
6,149,370,266
7,160,439,816
8,552,187,433
0,582,229,191
1,814,291,158
2,833,260,50
3,872,325,500
4,867,277,50
5,867,330,117
6,240,316,75
7,243,360,158
8,188,419,675
9,484,164,491
10,629,177,158
11,702,443,108
12,732,405,108
13,704,432,125
0,775,344,216
1,647,216,216
2,571,237,67
3,572,233,50
4,837,301,183
5,885,312,25
6,876,253,17
7,374,393,8
8,215,392,100
9,575,166,108
10,550,195,141
11,579,165,58
12,866,331,408
0,940,347,100
1,857,341,108
2,940,325,241
3,863,350,100
4,936,349,8
5,838,386,17
6,958,397,117
7,910,326,8
0,832,391,83
1,906,394,183
2,302,350,391
3,862,228,100
4,823,237,108
5,301,323,208
6,167,374,125
7,148,442,8
8,880,370,500
0,534,685,425
1,406,557,425
2,493,413,283
3,875,336,633
4,940,325,175
5,737,329,50
6,159,382,125
7,175,440,241
8,467,236,67
9,464,185,166
10,397,180,183
11,540,169,416
12,482,185,1982
0,718,423,333
1,590,295,333
2,496,344,166
3,844,346,558
4,897,338,691
5,852,347,225
6,878,349,475
7,855,339,583
