Idx, x, y, duration
0,755,160,241
1,632,26,100
2,377,433,541
3,792,286,142
4,777,225,133
5,791,135,450
6,787,191,66
7,791,117,191
8,630,187,266
9,835,139,50
10,828,222,133
11,559,450,408
0,634,364,1857
1,506,194,1857
2,560,207,3298
0,484,234,58
1,442,393,108
2,487,418,8
3,490,476,183
4,500,494,33
5,571,494,275
6,540,450,92
7,503,292,142
8,482,363,117
9,490,281,166
10,472,412,92
11,441,471,325
12,563,429,158
0,642,332,83
1,514,162,83
2,493,136,42
3,600,452,583
4,648,392,125
5,622,438,84
6,617,489,200
7,558,501,75
8,470,519,133
9,510,578,17
10,529,567,8
0,675,439,341
1,547,269,341
2,454,271,266
3,451,380,117
4,519,426,308
5,504,466,67
6,329,505,383
7,449,546,450
8,410,509,191
9,400,444,308
10,433,393,50
0,1012,112,100
1,432,349,92
2,421,442,83
3,376,338,117
4,354,602,8
5,876,566,8
0,465,339,491
1,337,169,491
2,606,429,433
3,389,400,475
4,771,257,283
5,795,183,241
6,534,486,275
7,515,517,67
8,520,460,67
9,402,429,350
0,448,330,17
0,292,344,658
1,164,174,658
2,470,265,316
3,373,430,849
4,355,477,383
5,299,455,242
6,250,416,108
7,239,368,50
8,242,418,558
9,509,425,341
0,596,416,516
1,468,246,516
2,549,449,333
3,500,391,233
4,385,396,766
5,460,480,208
6,395,386,267
0,755,551,216
1,627,381,216
2,441,400,100
3,427,384,266
4,420,463,358
5,256,335,433
6,376,373,183
7,335,340,366
8,640,498,33
0,568,513,17
1,373,416,8
2,387,395,291
3,393,393,8
4,438,94,125
5,610,267,83
6,374,431,242
0,434,519,433
1,732,227,283
2,731,228,508
3,731,481,716
4,688,664,175
0,633,309,100
1,775,144,699
2,459,546,366
3,390,405,150
4,833,113,142
5,787,112,625
6,492,380,183
