Idx, x, y, duration
0,788,672,25
1,765,384,200
2,729,353,241
3,412,409,33
4,485,335,142
5,795,647,458
6,810,435,333
0,620,627,691
1,492,499,691
2,672,425,200
3,704,352,350
4,546,266,117
5,443,247,908
6,456,332,758
7,617,281,583
0,773,386,1016
1,645,258,1016
2,616,342,266
3,715,372,600
4,340,341,608
5,482,431,366
6,449,344,391
7,472,252,808
0,533,687,458
1,405,559,458
2,632,385,433
3,465,295,358
4,300,375,250
5,812,397,92
6,812,361,150
7,713,371,233
8,507,260,158
9,541,205,208
0,449,310,8
1,464,305,91
2,458,205,275
3,447,211,358
0,676,548,658
1,548,420,658
2,710,392,658
3,318,397,291
4,197,404,250
5,134,375,58
6,132,372,167
7,420,307,192
8,464,274,708
9,683,421,200
0,268,328,416
1,140,200,416
2,428,260,92
3,591,256,50
4,698,362,250
5,728,321,50
6,706,367,141
7,787,306,158
8,669,352,258
9,326,308,100
10,325,360,75
11,351,331,308
12,423,334,316
13,719,363,175
14,779,295,67
15,739,351,92
16,819,571,141
0,797,650,1141
1,669,522,1141
2,683,405,167
3,253,404,92
4,281,347,67
5,245,383,216
6,298,355,533
7,739,403,316
8,710,362,316
9,710,523,92
10,717,323,75
11,714,360,275
12,770,279,42
13,711,355,533
0,762,537,141
1,705,538,258
2,708,590,108
3,603,474,42
4,481,426,100
5,486,501,125
6,361,439,200
0,656,360,525
1,528,232,525
2,494,357,158
3,734,399,208
4,760,366,92
5,653,54,83
6,919,33,100
7,671,615,100
8,553,355,625
0,703,455,325
1,575,327,325
2,697,360,458
3,812,128,366
4,293,180,92
5,286,295,100
6,270,202,375
7,752,121,67
8,734,160,150
9,703,384,475
10,785,155,408
