Idx, x, y, duration
0,305,210,150
0,292,232,92
0,272,419,8
1,368,450,75
2,331,249,250
3,362,333,50
4,531,490,75
0,335,396,108
1,352,227,100
0,317,738,92
1,332,606,133
2,307,426,183
3,297,391,8
4,485,842,17
0,352,479,91
1,362,127,217
2,400,272,117
3,395,284,158
4,366,239,242
5,381,306,158
6,343,295,466
7,365,480,183
0,317,501,167
1,304,346,266
2,320,302,425
0,321,470,283
1,23,470,283
2,344,302,350
0,681,326,283
1,383,326,283
2,335,441,241
3,325,275,192
4,331,251,125
5,585,261,333
6,152,483,341
7,75,454,283
8,423,407,450
9,389,424,924
0,626,382,533
1,328,382,533
2,324,255,267
3,402,906,383
4,419,436,83
5,425,416,625
0,340,548,458
1,42,548,458
2,329,287,325
3,354,226,308
4,332,385,117
5,392,230,8
6,306,179,42
0,289,299,383
1,259,310,58
2,313,223,708
3,292,251,167
4,322,244,50
5,373,203,167
6,357,182,17
7,325,255,225
8,300,189,25
