Idx, x, y, duration
0,759,538,308
1,497,455,391
2,510,310,716
3,571,151,92
4,572,132,441
5,242,469,333
6,560,495,1233
0,491,533,1174
1,436,400,550
2,383,389,1216
3,571,217,625
4,570,346,59
5,511,381,458
0,129,520,558
1,528,386,192
2,515,353,283
3,465,439,750
4,466,403,358
5,505,335,666
6,559,389,375
7,479,438,341
0,537,632,133
1,409,463,133
2,423,373,142
3,546,548,208
4,502,554,183
5,687,683,8
0,465,529,333
1,337,360,333
2,487,370,366
3,204,75,391
4,334,75,50
5,673,345,200
6,491,359,258
7,485,403,341
0,507,382,833
1,739,324,17
2,513,301,92
0,591,177,508
0,381,465,408
1,253,296,408
2,512,427,117
3,514,348,316
4,486,445,567
5,452,539,83
6,457,431,200
7,563,511,341
8,527,468,8
9,506,381,666
0,468,350,83
1,514,479,8
0,334,260,341
1,206,91,341
2,316,209,50
3,479,353,58
4,489,314,17
5,416,237,8
6,501,396,42
7,391,146,75
8,156,126,516
9,454,375,233
0,507,547,133
1,508,633,200
2,598,494,117
3,846,178,217
0,511,340,708
1,508,503,416
2,516,345,92
3,514,288,67
4,521,349,283
5,520,305,308
