Idx, x, y, duration
0,673,120,175
1,549,84,125
2,528,310,67
3,498,599,183
4,424,661,158
5,503,413,375
6,505,449,83
7,581,481,300
8,234,480,250
9,228,650,200
10,456,664,375
11,584,523,325
12,792,377,208
13,522,380,416
0,631,502,158
1,441,633,8
2,436,544,283
3,669,703,9
0,610,360,58
1,520,641,42
2,489,680,291
3,280,679,108
4,530,433,166
5,471,455,183
6,467,262,275
7,238,437,275
8,481,357,175
9,565,446,350
10,707,436,266
0,272,603,508
1,144,475,508
2,442,556,241
3,445,644,300
4,222,657,691
5,18,704,641
6,395,642,516
7,682,634,216
8,506,435,691
0,671,515,308
1,543,387,308
2,412,578,350
3,414,636,441
4,282,653,341
5,466,610,325
6,495,403,483
7,254,380,408
0,649,275,683
1,521,147,683
2,519,560,241
3,396,680,250
4,188,689,366
5,73,693,316
6,21,732,83
7,3,730,8
0,734,492,108
1,606,364,108
2,512,492,100
3,454,393,216
4,358,338,316
5,524,231,874
6,422,301,383
7,533,213,816
0,567,560,266
1,439,432,266
2,517,418,225
3,475,416,333
4,396,678,724
5,455,461,175
6,439,563,333
7,454,474,183
0,638,247,208
1,510,119,208
2,603,246,242
3,470,390,266
4,347,611,100
5,384,598,125
6,178,630,208
7,150,465,50
8,436,638,216
9,547,574,75
10,838,560,108
11,882,527,108
12,900,437,92
13,812,368,33
14,455,365,358
15,220,398,50
16,214,289,58
17,232,364,50
0,577,516,341
1,449,388,341
2,516,438,541
3,245,560,425
4,424,604,300
5,393,577,225
6,564,581,158
7,541,512,83
8,544,470,50
9,556,522,91
10,527,463,750
0,503,419,916
1,375,291,916
2,550,421,466
3,440,393,200
4,266,398,416
5,468,334,433
6,501,295,583
7,621,479,316
8,513,473,533
0,389,403,25
1,625,505,33
2,349,641,200
3,526,466,67
4,527,461,8
5,472,483,58
0,649,339,141
1,475,287,208
2,437,607,350
3,454,350,275
4,468,175,100
5,467,80,83
6,466,185,341
7,464,341,1199
