Idx, x, y, duration
0,583,376,159
1,517,357,258
2,569,399,183
3,665,52,342
4,398,140,117
5,604,246,17
0,400,378,408
1,501,364,833
2,540,349,358
3,490,351,791
0,824,542,491
1,696,366,491
2,563,361,508
3,580,511,500
4,515,372,416
5,471,326,125
6,321,209,358
7,352,233,50
8,561,360,42
9,711,287,75
0,770,573,858
1,642,397,858
2,493,377,958
3,604,400,425
4,624,263,583
5,670,76,425
0,745,637,516
1,617,461,516
2,567,335,966
3,374,281,241
4,508,343,366
5,564,370,924
0,606,325,8
1,594,350,208
2,476,428,300
3,556,581,91
4,595,461,117
5,576,411,325
6,671,124,450
7,271,232,358
0,549,351,308
1,559,302,133
2,493,360,633
3,484,256,283
4,439,238,8
5,499,268,8
6,463,279,8
0,607,282,117
1,571,318,375
2,578,274,308
3,565,331,117
4,497,356,158
5,507,343,241
0,726,202,316
1,598,26,316
2,628,7,225
3,586,113,58
4,523,460,75
5,515,316,1232
6,337,219,350
7,527,319,525
8,547,245,75
9,512,232,108
0,783,620,341
1,655,444,341
2,605,349,383
3,537,491,233
4,500,388,250
5,407,201,266
6,589,214,366
7,584,340,316
8,551,392,733
9,240,257,366
0,613,567,391
1,485,391,391
2,583,379,308
3,524,396,200
4,502,360,416
5,477,268,192
6,626,177,433
7,472,356,366
8,535,362,616
9,615,207,416
0,315,318,92
1,201,235,83
2,590,332,8
0,786,296,650
1,658,120,650
2,548,321,275
3,469,283,92
4,438,399,208
5,235,413,316
6,411,177,275
7,520,349,225
8,540,296,50
9,513,394,416
10,461,419,50
11,484,465,50
12,469,402,325
13,464,343,400
