Idx, x, y, duration
0,238,535,208
1,110,407,208
2,736,420,8
3,693,471,733
0,695,463,1149
1,567,335,1149
2,779,461,200
3,478,334,433
4,305,427,325
5,210,370,275
6,382,390,58
7,557,258,200
0,586,516,350
1,458,388,350
2,500,294,192
3,494,230,241
4,319,442,300
5,291,495,250
6,301,447,192
7,331,372,8
8,442,560,8
0,412,312,8
1,438,305,358
2,277,261,291
3,270,223,558
4,631,221,591
5,392,369,100
6,411,406,50
7,416,278,108
8,499,166,258
9,349,251,50
0,669,484,491
1,541,356,491
2,482,312,158
3,458,373,75
4,473,282,308
5,492,281,658
0,296,462,8
1,290,512,167
2,478,322,75
3,502,290,67
4,512,325,175
0,471,447,8
1,479,285,75
0,457,198,8
1,303,374,50
2,461,275,8
0,604,208,325
1,476,80,325
2,440,105,83
3,442,144,117
4,430,244,366
5,281,440,67
6,358,297,142
7,447,234,824
8,491,321,150
9,1003,202,458
0,466,308,8
1,944,571,8
0,314,364,8
1,502,167,150
2,501,114,58
3,463,133,67
4,341,258,208
5,491,259,100
