Idx, x, y, duration
0,445,335,316
1,317,207,316
2,495,428,133
3,535,434,250
4,530,472,167
5,457,486,533
6,424,343,367
7,576,522,83
8,596,478,67
9,569,517,241
10,507,487,325
11,522,360,333
12,166,325,483
0,436,341,583
1,308,213,583
2,415,311,175
3,564,543,400
4,480,494,391
5,581,365,391
6,391,123,416
7,692,128,183
8,895,305,325
0,479,358,267
1,351,230,267
2,494,453,258
3,705,426,241
4,797,456,333
5,479,512,325
6,437,502,333
7,446,395,625
8,721,419,208
9,800,437,350
10,807,524,158
0,504,427,400
1,376,299,400
2,526,509,333
3,626,421,266
4,629,362,150
5,648,309,133
6,649,347,116
7,677,390,291
8,447,452,208
0,550,439,575
1,447,356,316
2,759,499,133
3,785,294,67
4,771,336,283
5,885,406,325
6,819,421,341
7,782,397,241
8,411,424,366
0,490,207,117
1,395,209,92
2,624,364,8
3,763,152,17
4,834,372,17
5,784,472,8
6,805,388,67
7,793,342,8
8,799,387,92
9,622,201,83
10,622,259,50
0,250,538,475
1,122,410,475
2,266,321,183
3,614,433,75
4,590,466,475
5,609,317,408
6,619,164,516
7,612,255,125
8,615,304,108
9,785,585,391
10,904,680,375
11,925,624,50
0,439,428,433
1,436,257,75
2,440,310,175
3,361,402,233
4,180,248,50
5,25,18,8
6,27,81,133
7,446,440,599
8,446,381,550
0,800,397,175
1,479,474,575
2,419,377,525
3,453,445,624
4,432,408,133
0,457,509,674
1,590,400,375
2,743,536,283
3,628,529,999
4,425,538,1773
0,780,417,50
1,775,443,133
0,538,524,175
1,570,489,75
2,471,512,266
3,428,492,100
4,426,478,192
5,170,453,291
6,756,539,208
7,910,531,608
0,702,477,433
1,574,349,433
2,545,454,408
3,580,475,383
4,687,420,167
5,670,521,191
6,237,503,708
7,358,381,383
8,451,363,400
