Idx, x, y, duration
0,742,509,383
1,614,338,383
2,683,226,316
3,593,284,400
4,589,367,366
5,601,419,258
6,509,349,316
7,803,294,358
8,1014,627,350
9,938,652,683
0,644,203,591
1,516,32,591
2,499,285,275
3,626,416,450
4,454,270,225
0,474,147,42
1,536,299,8
2,656,411,8
3,589,223,100
4,499,189,225
5,508,259,8
6,515,250,100
7,621,364,8
0,626,596,33
1,226,426,366
0,870,596,8
0,706,363,341
1,560,365,1282
2,489,206,699
3,353,147,508
0,431,283,133
1,465,230,133
2,558,323,125
3,678,341,25
0,600,352,25
1,585,399,142
0,646,527,691
1,518,356,691
2,358,244,8
3,363,243,308
4,515,306,400
5,982,192,67
0,742,473,8
1,513,359,17
0,759,394,192
1,844,402,150
0,364,326,841
1,236,155,841
2,604,306,167
3,544,367,625
4,535,286,333
5,444,141,375
6,210,115,375
7,152,275,341
8,154,497,325
0,579,337,558
1,531,339,250
2,604,153,58
3,614,149,258
4,525,267,275
5,517,355,433
6,630,311,375
7,567,190,108
