Idx, x, y, duration
0,605,326,350
1,349,326,350
2,378,403,275
3,384,473,42
4,399,376,258
5,473,248,366
6,395,388,167
7,380,426,666
8,494,265,308
9,401,540,83
10,373,573,8
0,380,439,67
1,342,448,433
2,431,235,616
3,334,467,525
4,395,293,308
5,339,439,1274
0,353,592,142
1,359,444,350
2,43,412,358
3,364,436,391
4,380,832,83
5,386,839,50
6,372,983,108
0,717,641,616
1,461,641,616
2,367,452,125
3,376,417,50
4,341,441,416
5,219,448,250
6,43,393,283
7,309,432,191
8,347,452,416
9,349,812,458
10,258,595,325
0,422,568,392
1,166,568,392
2,314,453,458
3,335,423,50
4,334,460,125
5,337,425,50
6,322,289,67
7,318,357,108
8,361,441,8
9,373,432,33
0,410,371,158
1,372,484,100
2,362,445,67
3,369,481,325
4,431,221,692
5,319,530,75
0,362,435,833
1,358,434,566
2,356,479,142
3,414,120,766
0,372,524,42
1,363,469,67
2,359,411,183
3,339,425,191
4,357,426,516
5,378,370,75
6,315,441,225
7,364,385,83
8,349,427,691
0,765,394,508
1,509,394,508
2,373,423,175
3,335,445,1957
4,678,311,916
0,418,555,200
1,351,445,608
2,441,208,708
3,412,250,50
4,455,399,508
5,429,270,200
0,367,519,42
1,380,470,8
2,337,504,225
3,352,455,8
4,360,488,8
5,338,498,8
6,330,486,58
7,525,485,133
0,568,785,325
1,412,461,216
2,348,453,466
3,430,287,308
4,436,156,433
5,355,762,167
6,354,695,58
7,362,778,58
8,371,741,133
9,350,476,450
10,43,390,400
11,253,422,233
