Idx, x, y, duration
0,444,9,75
1,337,302,83
2,308,252,67
3,292,189,242
4,288,143,275
5,334,337,292
6,282,407,366
7,293,306,258
8,388,285,242
9,368,383,491
10,349,576,50
11,269,254,200
12,359,277,200
13,626,246,250
14,314,267,308
15,257,364,100
0,461,408,183
1,288,299,350
2,419,389,50
3,420,382,292
4,423,384,8
5,242,596,117
6,315,641,108
7,384,633,283
8,440,622,258
9,411,504,83
0,313,373,683
0,487,142,17
1,369,307,192
2,305,296,383
3,280,354,475
4,186,330,300
5,275,368,383
6,247,233,433
7,294,127,699
8,410,318,483
9,387,356,583
10,346,328,175
11,372,649,316
12,385,552,183
13,798,531,317
0,355,345,350
1,277,365,3348
2,288,175,125
3,302,170,50
4,210,230,92
0,273,247,250
1,481,328,92
0,289,271,100
1,327,305,192
2,282,336,58
3,284,339,67
4,250,360,700
5,217,407,325
6,336,551,200
7,208,621,175
8,148,597,192
9,285,371,217
10,387,348,266
11,230,412,158
12,178,423,575
13,250,299,391
14,286,251,325
15,383,274,233
16,385,369,283
17,349,396,350
0,482,192,50
1,391,332,466
2,199,327,400
3,395,364,391
4,355,416,375
5,173,323,258
6,251,314,450
7,258,185,433
8,250,121,475
9,123,255,658
10,284,256,883
0,259,323,483
1,418,625,125
2,68,549,92
3,279,362,458
4,132,300,508
5,313,757,8
0,566,257,391
1,438,129,391
2,430,536,167
3,279,363,408
4,221,403,383
5,380,434,683
6,372,387,125
7,295,391,483
8,269,251,25
9,282,255,408
10,167,313,1407
11,257,291,291
0,439,285,75
1,265,377,416
2,308,405,167
3,421,400,366
4,346,687,150
5,395,391,175
6,318,466,225
7,267,477,508
8,267,453,8
9,439,167,8
10,757,613,158
0,630,257,125
1,502,129,125
2,667,598,142
3,352,368,42
4,361,330,150
5,307,234,225
6,909,68,175
7,986,76,158
8,985,141,341
9,381,350,83
10,386,311,83
11,249,304,175
