Idx, x, y, duration
0,502,141,58
1,546,372,375
2,535,483,200
3,558,574,475
4,385,551,391
5,580,412,1424
0,596,500,1665
1,468,372,1665
2,558,429,2490
0,530,244,974
1,402,116,974
2,492,109,183
3,474,488,142
4,573,396,933
5,419,601,75
6,407,446,175
7,584,405,391
8,473,532,250
9,433,543,183
10,380,498,183
11,342,487,350
0,831,322,591
1,703,194,591
2,537,408,8
3,605,435,9
4,433,461,50
5,482,449,8
6,377,545,92
0,631,445,233
1,503,317,233
2,504,231,50
0,605,416,25
1,565,384,8
2,564,300,125
3,567,303,8
4,577,408,250
5,448,508,200
6,618,386,17
7,656,308,42
8,621,357,166
0,655,535,1083
1,527,407,1083
2,517,622,91
3,513,564,59
4,524,602,291
5,564,561,192
6,464,576,275
7,546,454,117
8,550,395,200
9,565,311,50
10,560,394,400
0,487,451,216
1,563,456,691
2,419,578,316
3,480,583,92
0,515,282,67
1,512,333,83
2,499,343,133
3,558,338,133
0,706,298,142
1,578,170,142
2,505,471,191
3,544,385,83
4,563,596,8
5,566,584,150
6,432,547,8
7,589,604,75
8,500,470,192
0,712,394,8
1,495,487,333
2,446,553,183
3,511,453,108
0,582,426,8
1,566,403,58
2,559,409,125
3,403,561,166
4,562,586,8
5,430,566,8
6,569,394,8
7,580,398,200
0,893,646,325
1,765,518,325
2,510,499,241
3,528,428,1399
4,809,364,83
5,939,359,267
6,550,467,958
0,537,504,741
1,409,376,741
2,493,423,50
3,541,379,450
4,535,386,1615
5,451,557,483
