Idx, x, y, duration
0,464,315,674
1,336,187,674
2,604,299,167
3,671,347,808
4,619,356,283
5,674,345,283
6,646,384,217
0,761,417,133
1,637,418,533
2,671,330,83
3,874,252,133
4,1007,166,75
5,977,216,92
6,1008,165,133
7,654,372,300
8,615,395,167
9,510,309,58
10,469,273,391
11,641,377,700
0,656,456,267
1,528,328,267
2,612,391,216
3,752,513,150
4,889,281,208
5,634,389,308
6,575,566,83
7,676,404,133
8,189,635,92
0,543,265,391
1,415,137,391
2,593,340,200
3,639,436,2098
4,596,390,1008
0,629,536,999
1,501,408,999
2,556,398,799
3,583,361,525
4,617,414,991
0,639,433,241
1,756,541,142
2,634,418,42
3,598,383,491
4,924,205,58
5,329,209,183
6,236,225,133
7,590,436,92
0,492,550,58
1,364,422,58
2,587,382,516
3,615,420,316
4,524,306,142
5,626,395,133
6,632,354,250
7,812,246,50
8,867,209,108
0,625,362,366
1,894,242,175
2,893,243,8
3,959,181,325
4,445,165,283
5,226,198,175
6,224,254,58
7,643,433,25
0,708,367,391
1,580,239,391
2,587,204,58
3,590,266,100
4,607,189,50
5,618,318,200
6,669,333,575
7,629,409,466
8,651,354,316
9,801,403,75
10,774,440,158
11,656,326,491
12,631,351,300
0,705,497,2073
1,577,369,2073
2,658,420,316
3,898,293,466
4,1004,321,225
5,623,394,275
6,651,420,1666
0,464,424,83
1,624,409,466
2,620,348,266
3,622,419,441
4,613,352,266
5,677,340,808
6,604,342,150
7,633,334,366
0,611,444,83
1,590,469,83
2,705,435,8
0,840,467,725
1,712,339,725
2,642,364,641
3,627,330,192
4,656,355,591
5,611,315,208
6,660,353,391
7,381,248,241
