Idx, x, y, duration
0,563,426,550
1,435,257,550
2,390,307,258
3,328,546,483
4,429,468,558
5,591,236,283
6,620,182,250
7,709,172,1174
0,648,510,1815
1,520,341,1815
2,331,397,59
3,358,426,1582
0,560,433,583
1,432,264,583
2,418,332,175
3,622,184,375
4,363,356,191
5,276,498,150
6,891,247,8
7,915,308,17
8,921,285,116
9,970,308,125
10,961,193,67
11,1003,208,183
12,616,220,300
13,599,393,75
0,666,562,625
1,538,393,625
2,392,328,191
3,476,517,250
4,478,425,17
5,384,419,25
6,315,429,8
7,765,51,92
8,669,132,291
0,255,223,1357
0,888,272,341
1,760,103,341
2,554,258,117
3,606,204,316
4,629,75,225
5,1012,145,266
6,634,111,67
0,568,449,866
1,440,280,866
2,626,666,233
3,542,499,291
4,561,432,50
5,539,500,92
6,301,534,391
7,395,246,466
8,620,158,133
9,722,83,42
0,389,336,33
0,516,392,466
1,388,223,466
2,287,153,425
3,246,169,266
4,236,171,358
5,342,355,425
6,447,245,183
7,551,153,533
0,438,601,8
1,476,564,8
2,365,284,75
0,609,517,92
1,502,462,141
2,378,323,392
3,521,331,192
4,630,210,133
5,633,208,333
0,252,673,425
1,124,504,425
2,203,617,208
3,407,509,50
4,521,403,41
5,500,288,233
6,321,294,491
7,373,468,75
8,386,465,108
9,364,397,134
0,481,197,150
1,491,325,150
2,395,199,141
3,373,148,67
4,355,205,125
5,657,79,100
6,592,98,575
7,569,128,83
8,675,246,167
9,648,289,241
10,664,202,92
11,897,244,233
